Occupation Code / 职业代码,Occupation Name / 职业名称,KSA ID / KSA 编号,KSA Type / KSA 类型,KSA Subcategory / KSA 子类别,KSA Unit Name (CN) / KSA 单元名称 (中文),KSA Definition (CN) / KSA 定义 (中文),Related Tasks / 关联任务
,石材生产工,A001,Ability,,空间感知能力,准确判断石材尺寸、形状及加工角度，确保切割与研磨符合设计要求,T001|T002
,石材生产工,A002,Ability,,肢体力量与耐力,具备搬运重物、长时间站立操作设备及应对高强度体力劳动的生理素质,T006|T009
,石材生产工,A003,Ability,,职业责任感,对加工质量、生产安全及团队协作保持高度的专注与道德约束,T003|T008|T010
,人造石生产加工工,K001,Knowledge,,人造石材料特性知识,掌握树脂、填料、颜料等原材料的化学性质、反应机理及配比对成品性能的影响。,T001|T003
,人造石生产加工工,K002,Knowledge,,成型固化工艺流程,熟悉从配料混合、真空搅拌、模具填充到加热固化的标准操作步骤及关键控制点。,T001|T002|T003
,人造石生产加工工,K003,Knowledge,,生产异常诊断策略,能够根据成品缺陷（如气泡、色差、强度不足）反推工艺参数偏差并制定调整方案。,T004|T005
,人造石生产加工工,S001,Skill,,设备操作与调控技能,熟练操控搅拌机、真空机、加热炉等设备，并能根据实时数据微调运行参数。,T001|T003
,人造石生产加工工,S002,Skill,,质量感官判别技能,利用视觉、触觉等感官敏锐识别产品表面瑕疵、纹理均匀度及固化程度。,T002|T004
,人造石生产加工工,S003,Skill,,工艺参数分析技能,运用逻辑分析能力，将生产数据与成品质量关联，推导最优工艺参数组合。,T005|T008
,人造石生产加工工,A001,Ability,,工艺参数逻辑分析能力,在复杂多变的生产环境中，快速分析因果关系并做出正确决策的思维能力。,T005|T008
,人造石生产加工工,A002,Ability,,设备维护与应急处理能力,具备在设备突发故障时进行物理检修、更换部件及恢复生产的身体操作能力。,T005|T007
,人造石生产加工工,A003,Ability,,生产责任与专注力,在长时间重复作业中保持高度专注，对产品质量和安全生产承担个人责任的心理素质。,T002|T004
,防水卷材制造工,K001,Knowledge,,防水卷材材料特性知识,掌握沥青、高分子等原材料的物理化学性质及其对卷材性能的影响。,T001|T005
,防水卷材制造工,K002,Knowledge,,浸涂与挤出工艺流程知识,熟悉浸涂机与挤出机的操作步骤、温度控制逻辑及参数设定规范。,T002|T003
,防水卷材制造工,K003,Knowledge,,生产异常诊断策略知识,理解设备故障与产品质量缺陷的因果关系，制定应急处理方案。,T006|T007
,防水卷材制造工,S001,Skill,,设备操作与参数调控技能,能够熟练操控浸涂、挤出及卷取设备，并实时调整运行参数。,T002|T003
,防水卷材制造工,S002,Skill,,生产团队沟通协作技能,在异常处理或进度协调中，有效与上下游工序人员进行信息交互。,T008|T010
,防水卷材制造工,S003,Skill,,质量缺陷识别与分析技能,通过视觉观察与数据分析，快速识别卷材表面缺陷并定位原因。,T005|T006
,防水卷材制造工,A001,Ability,,工艺参数逻辑分析能力,具备在复杂生产环境中分析数据波动并推导工艺调整方案的心智能力。,T006|T007
,防水卷材制造工,A002,Ability,,设备巡检与精细操作能力,具备长时间站立作业及进行精细机械操作的身体协调性与耐力。,T003|T008
,防水卷材制造工,A003,Ability,,生产责任与风险管控能力,在高压生产环境下保持高度的责任心，确保操作安全与质量合规。,T001|T010
,保温材料制造工,K001,Knowledge,,保温材料物理特性,掌握岩棉、玻璃棉等材料的熔点、纤维直径及热导率等基础物理属性知识。,T001|T002
,保温材料制造工,K002,Knowledge,,熔融成棉工艺流程,熟悉从原料投入、高温熔融到离心成棉、固化成型的具体操作步骤与顺序。,T001|T003
,保温材料制造工,K003,Knowledge,,生产异常应对策略,理解设备故障或工艺参数偏离时的应急处理逻辑与质量补救方案。,T004|T005
,保温材料制造工,S001,Skill,,熔炉操作技能,能够熟练控制熔炉温度、转速及进料速度，确保熔融状态稳定。,T001
,保温材料制造工,S002,Skill,,团队协作沟通技能,能够与上下游工序人员有效沟通，协调生产节奏与质量反馈。,T008
,保温材料制造工,S003,Skill,,工艺参数分析技能,能够解读仪表数据，分析成棉质量与工艺参数的关联并微调设置。,T002|T004
,保温材料制造工,A001,Ability,,逻辑分析能力,具备快速识别生产异常原因并推导解决方案的思维能力。,T004
,保温材料制造工,A002,Ability,,精细操作能力,具备在高温、高噪环境下进行精细手工调整与设备维护的肢体控制力。,T003|T005
,保温材料制造工,A003,Ability,,职业责任感,在高压环境下保持严谨态度，对产品质量与生产安全负责的心理素质。,T007|T010
,吸音材料制造工,K001,Knowledge,,吸音材料基础理论,掌握多孔材料声学原理、材料成分特性及煅烧成型的基本物理化学知识。,T001|T004
,吸音材料制造工,K002,Knowledge,,煅烧与成型工艺流程,熟悉从配料、熔融到成型的具体操作步骤、设备参数设定及异常处理流程。,T002|T003
,吸音材料制造工,K003,Knowledge,,生产质量优化策略,能够根据成品检测数据反推工艺缺陷，制定调整配料或温度参数的改进方案。,T008
,吸音材料制造工,S001,Skill,,设备操作与参数调控,熟练运用配料机、煅烧炉及成型机，精准控制温度、压力及混合比例。,T001|T003
,吸音材料制造工,S002,Skill,,团队协作与沟通,在生产线上与上下游工序人员有效沟通，协调生产节奏与安全事项。,T009
,吸音材料制造工,S003,Skill,,异常分析与决策,快速识别生产过程中的非正常现象，分析原因并做出即时调整决策。,T005|T008
,吸音材料制造工,A001,Ability,,细节观察与专注力,在长时间监控设备运行和检测产品时，保持高度专注以发现微小瑕疵。,T004|T002
,吸音材料制造工,A002,Ability,,体力耐力与操作灵活性,具备在工业环境中长时间站立、搬运物料及操作重型设备的身体能力。,T001|T010
,吸音材料制造工,A003,Ability,,职业责任感与安全意识,对生产安全负责，严格遵守操作规程，确保个人及他人免受伤害。,T005|T007
,砂石骨料生产工,K001,Knowledge,,砂石生产工艺原理,掌握原矿破碎、筛分、洗涤的化学反应与物理变化机制及流程规范。,T001|T002|T003
,砂石骨料生产工,K002,Knowledge,,设备操作与维护规程,熟悉破碎机、筛分机及洗涤设备的启动、运行、停机及故障排除的具体步骤。,T001|T004|T009
,砂石骨料生产工,K003,Knowledge,,生产安全与环保法规,理解行业安全标准、粉尘控制要求及废弃物处理法规，以指导合规操作。,T008|T010
,砂石骨料生产工,S001,Skill,,机械设备操控技能,能够熟练操控破碎、筛分及洗涤设备，并根据工况调整参数。,T001|T003
,砂石骨料生产工,S002,Skill,,现场沟通与协调技能,在嘈杂环境中与班组成员有效沟通，协调作业分工及处理突发状况。,T008
,砂石骨料生产工,S003,Skill,,异常诊断与决策技能,通过观察设备运行声音、振动及物料状态，快速识别异常并做出调整决策。,T002|T007
,砂石骨料生产工,A001,Ability,,环境感知与判断能力,在粉尘、高噪环境下保持敏锐的视听觉感知，准确判断设备状态。,T002|T007
,砂石骨料生产工,A002,Ability,,高强度体力作业能力,具备在恶劣环境下长时间进行搬运、巡检及清理工作的身体耐力与力量。,T004|T005
,砂石骨料生产工,A003,Ability,,职业责任与专注力,在重复性劳动中保持高度责任心，确保生产连续性与安全性。,T006|T010
,玻璃配料熔化工,K001,Knowledge,,玻璃原料化学特性,掌握硅砂、纯碱、石灰石等原料的化学成分及其对玻璃熔化温度的影响机理。,T001|T007
,玻璃配料熔化工,K002,Knowledge,,窑炉熔制工艺流程,熟悉从配料、投料到熔化、澄清的完整物理化学变化过程及操作规范。,T002|T003
,玻璃配料熔化工,K003,Knowledge,,生产异常应急策略,理解在温度失控、原料波动等极端情况下的系统性应对逻辑与决策树。,T005
,玻璃配料熔化工,S001,Skill,,窑炉参数精准调控,能够根据实时数据熟练调节燃烧器、加料量等物理参数以维持最佳熔化状态。,T002|T003
,玻璃配料熔化工,S002,Skill,,生产团队协同沟通,在倒班交接与异常处理中与上下游工序人员保持高效、准确的信息同步。,T008
,玻璃配料熔化工,S003,Skill,,工艺数据逻辑分析,运用统计学思维分析温度曲线与成品率数据，识别潜在工艺偏差。,T001|T007
,玻璃配料熔化工,A001,Ability,,复杂工况判断力,在缺乏标准数据时，凭借经验快速识别异常征兆并做出正确决策的心理能力。,T005
,玻璃配料熔化工,A002,Ability,,高温环境作业耐力,在窑炉周边高温、高噪环境下保持长时间专注操作与身体机能的生理能力。,T004
,玻璃配料熔化工,A003,Ability,,职业责任与安全意识,对生产安全与产品质量保持高度警觉，主动承担岗位责任的社会心理特质。,T008|T010
,玻璃及玻璃制品成型工,K001,Knowledge,,玻璃成型物理特性,掌握玻璃在不同温度下的粘度变化、热膨胀系数及成型窗口期的理论数据。,T001|T003
,玻璃及玻璃制品成型工,K002,Knowledge,,模具操作与退火流程,熟悉模具更换的标准步骤、退火炉的温度曲线设定及冷却速率控制程序。,T002|T005
,玻璃及玻璃制品成型工,K003,Knowledge,,质量异常诊断策略,能够根据成品缺陷形态反推成型或退火工艺中的系统性偏差并制定调整方案。,T004|T009
,玻璃及玻璃制品成型工,S001,Skill,,精密成型操作,能够熟练操控成型机台，通过手感微调确保玻璃制品尺寸与形状符合公差。,T001|T002
,玻璃及玻璃制品成型工,S002,Skill,,生产异常沟通,能够清晰描述设备故障现象，并与维修人员或管理层有效协调解决生产中断。,T007
,玻璃及玻璃制品成型工,S003,Skill,,视觉缺陷识别,具备敏锐的视觉观察力，能快速识别玻璃表面的气泡、划痕或变形等微观缺陷。,T004
,玻璃及玻璃制品成型工,A001,Ability,,工艺参数决策力,在复杂生产环境下，基于经验快速判断并调整退火温度与冷却时间的认知能力。,T003|T009
,玻璃及玻璃制品成型工,A002,Ability,,手部精细操作,具备稳定的手部控制能力，能够进行高精度的模具安装、调整及玻璃制品搬运。,T002|T005
,玻璃及玻璃制品成型工,A003,Ability,,职业责任感,对产品质量安全保持高度警觉，主动承担生产过程中的质量责任与风险管控。,T004|T007
,玻璃加工工,K001,Knowledge,,玻璃物理特性与加工原理,掌握玻璃的脆性、热膨胀系数、应力分布等物理属性及其在冷热加工中的变化规律。,T001|T002|T003
,玻璃加工工,K002,Knowledge,,玻璃加工工艺流程规范,熟悉从切割、磨边、钢化到镀膜的标准化操作步骤、设备参数设置及质量控制标准。,T003|T004|T005
,玻璃加工工,K003,Knowledge,,生产异常诊断与工艺优化策略,能够根据成品缺陷反推工艺参数偏差，制定调整方案以优化生产良率与效率。,T005|T008
,玻璃加工工,S001,Skill,,精密设备操作与参数调控,熟练运用切割机、磨边机、钢化炉及镀膜机，精准控制加工参数以确保产品精度。,T001|T002|T004
,玻璃加工工,S002,Skill,,生产现场沟通与协作,与上下游工序人员、质检员及管理人员进行有效沟通，协调生产节奏与物料流转。,T008|T010
,玻璃加工工,S003,Skill,,质量缺陷识别与逻辑判断,运用视觉观察与经验逻辑，快速识别玻璃表面的划痕、气泡、应力纹等缺陷并判断成因。,T005|T006
,玻璃加工工,A001,Ability,,手眼协调与精细操作能力,具备极高的手部稳定性与视觉专注度，能够完成玻璃的精细切割、搬运及微小缺陷处理。,T001|T002
,玻璃加工工,A002,Ability,,体力负荷与身体耐力,能够承受长时间站立、搬运玻璃原片及操作重型机械所需的体力消耗。,T001|T009
,玻璃加工工,A003,Ability,,职业责任感与风险意识,在高压环境下保持高度的责任心，严格遵守安全规范，对产品质量与人身安全负责。,T005|T010
,玻璃制品加工工,K001,Knowledge,,玻璃材料特性知识,掌握玻璃的熔点、热膨胀系数、应力分布及不同成分对加工性能的影响。,T001|T002|T005
,玻璃制品加工工,K002,Knowledge,,加工工艺流程规范,熟悉从原料切割、退火、研磨到装饰的标准化操作步骤与质量控制标准。,T001|T003|T004
,玻璃制品加工工,K003,Knowledge,,生产异常应对策略,具备识别设备故障、材料缺陷及环境变化对成品质量影响并制定解决方案的能力。,T002|T005|T006
,玻璃制品加工工,S001,Skill,,精密手工操作技能,能够熟练运用切割、研磨工具进行高精度玻璃成型与表面处理。,T001|T003
,玻璃制品加工工,S002,Skill,,工艺沟通与指导技能,能够清晰传达加工要求，指导新员工掌握关键操作技巧。,T009
,玻璃制品加工工,S003,Skill,,质量判断与决策技能,通过视觉观察与触觉反馈，快速判断玻璃制品的合格性与改进方向。,T005|T004
,玻璃制品加工工,A001,Ability,,空间感知与手眼协调,在三维空间中准确判断玻璃形状、厚度及切割角度，保持手部动作稳定。,T001|T003
,玻璃制品加工工,A002,Ability,,精细手部动作控制,具备长时间保持手部稳定及进行微小精细操作的身体机能。,T003|T004
,玻璃制品加工工,A003,Ability,,职业责任感与专注力,在重复性劳动中保持高度专注，对产品质量负责，确保生产安全。,T005|T009
,电子玻璃制品加工工,K001,Knowledge,,电子玻璃材料特性,掌握电子玻璃的理化性质、热膨胀系数及在研磨钢化过程中的行为规律。,T001|T006
,电子玻璃制品加工工,K002,Knowledge,,玻璃加工工艺流程,熟悉从原材料检验、研磨、镀膜到钢化的完整操作步骤与设备参数设置逻辑。,T002|T003
,电子玻璃制品加工工,K003,Knowledge,,生产质量优化策略,能够根据产品缺陷类型制定针对性的工艺调整方案以提升良品率。,T004|T008
,电子玻璃制品加工工,S001,Skill,,精密设备操作技能,熟练运用研磨机、钢化炉及镀膜机，能进行微调以确保加工精度。,T001|T003
,电子玻璃制品加工工,S002,Skill,,异常沟通与反馈技能,能够准确描述设备故障现象并向技术人员传达关键信息以协助维修。,T004|T008
,电子玻璃制品加工工,S003,Skill,,质量判断与决策技能,通过视觉观察与数据对比，快速判断产品是否合格并决定后续处理流程。,T006|T003
,电子玻璃制品加工工,A001,Ability,,视觉敏锐度,具备识别微小划痕、气泡及膜层不均等细微缺陷的视觉分辨能力。,T006|T003
,电子玻璃制品加工工,A002,Ability,,手部精细操作能力,能够进行长时间、高精度的手工调整与设备维护操作，保持手部稳定性。,T001|T007
,电子玻璃制品加工工,A003,Ability,,职业责任感与专注力,在重复性劳动中保持高度专注，对产品质量负责，确保操作规范不松懈。,T004|T008
,石英玻璃制品加工工,K001,Knowledge,,石英材料物理化学特性,掌握石英玻璃的熔点、热膨胀系数、透光率及杂质反应机理等 declarative 知识。,T001|T005
,石英玻璃制品加工工,K002,Knowledge,,熔制与成型工艺流程,熟悉从原料配比、高温熔制到冷热加工的具体操作步骤与设备参数设定的 procedural 知识。,T001|T002
,石英玻璃制品加工工,K003,Knowledge,,质量异常诊断与工艺优化,能够根据成品缺陷反推生产环节问题并制定长期工艺改进策略的 strategic 知识。,T003|T004
,石英玻璃制品加工工,S001,Skill,,精密手工成型技术,运用工具对高温软化玻璃进行切割、打磨、弯曲等精细操作的 technical 技能。,T002
,石英玻璃制品加工工,S002,Skill,,生产异常沟通与协调,在设备故障或质量事故中与上下游工序人员高效沟通的 interpersonal 技能。,T007
,石英玻璃制品加工工,S003,Skill,,视觉缺陷识别与判断,通过肉眼或辅助工具快速识别微小气泡、条纹等光学缺陷的 cognitive 技能。,T003
,石英玻璃制品加工工,A001,Ability,,工艺参数动态调整能力,根据原料波动实时调整熔制温度与速度的 cognitive 能力。,T001|T005
,石英玻璃制品加工工,A002,Ability,,精细手部操作稳定性,在高温、强光环境下保持手部动作精准稳定的 physical 能力。,T002
,石英玻璃制品加工工,A003,Ability,,职业责任感与安全意识,对高危作业环境保持高度警觉并严格执行安全规范的 social 能力。,T004|T007
,玻璃纤维及制品工,K001,Knowledge,,玻璃纤维材料特性,掌握玻璃纤维的物理化学性质、分类标准及在不同制品中的应用场景。,T001|T004
,玻璃纤维及制品工,K002,Knowledge,,拉丝与织造工艺流程,熟悉从原料熔融到拉丝、退解、捻线及织造的具体操作步骤与技术规范。,T001|T002|T003
,玻璃纤维及制品工,K003,Knowledge,,生产异常应对策略,具备根据设备状态与产品质量数据制定应急处理方案与工艺调整策略的能力。,T005|T004
,玻璃纤维及制品工,S001,Skill,,设备操作与调试技能,能够熟练操控拉丝机、织机等设备，并进行参数设置与基础故障排除。,T001|T002|T003
,玻璃纤维及制品工,S002,Skill,,团队协作与沟通技能,在生产过程中与上下游工序人员有效沟通，确保生产计划顺利执行。,T009|T005
,玻璃纤维及制品工,S003,Skill,,质量判断与决策技能,能够依据经验与标准快速识别产品缺陷并做出相应的工艺调整决策。,T004|T005
,玻璃纤维及制品工,A001,Ability,,专注力与细致观察,在长时间重复操作中保持高度注意力，敏锐发现细微的质量问题。,T004|T006
,玻璃纤维及制品工,A002,Ability,,手部精细操作能力,具备灵巧的双手，能够处理细丝、进行复杂的捻线与织造动作。,T002|T003
,玻璃纤维及制品工,A003,Ability,,职业责任感与安全意识,对生产安全与产品质量负责，严格遵守操作规程，避免事故发生。,T005|T009
,玻璃钢制品工,K001,Knowledge,,Composite Material Properties,"Declarative understanding of fiberglass resin curing times, viscosity characteristics, and mechanical strength limits.",T001|T006
,玻璃钢制品工,K002,Knowledge,,Manufacturing Process Protocols,"Procedural knowledge of hand lay-up, compression molding, and filament winding sequences and safety standards.",T002|T003
,玻璃钢制品工,K003,Knowledge,,Quality Control Strategy,Strategic ability to determine acceptable defect thresholds and adjust production parameters based on material batch variations.,T004|T005
,玻璃钢制品工,S001,Skill,,Manual Dexterity,Technical proficiency in applying resin and fibers evenly without creating air pockets or uneven thickness.,T001|T007
,玻璃钢制品工,S002,Skill,,Team Coordination,Interpersonal skill to synchronize actions with other workers during large-scale molding or winding operations.,T008|T010
,玻璃钢制品工,S003,Skill,,Pattern Recognition,Cognitive ability to identify visual defects like wrinkles or dry spots in the curing process.,T004|T005
,玻璃钢制品工,A001,Ability,,Situational Awareness,"Cognitive capacity to monitor multiple variables like temperature, pressure, and material state simultaneously.",T002|T003
,玻璃钢制品工,A002,Ability,,Manual Endurance,"Physical ability to perform repetitive lifting, mixing, and molding tasks for extended periods without fatigue.",T001|T007
,玻璃钢制品工,A003,Ability,,Ethical Responsibility,"Social ability to prioritize safety and product integrity over speed, ensuring compliance with regulations.",T005|T010
,陶瓷原料准备工,K001,Knowledge,,陶瓷原料特性知识,掌握不同陶瓷原料的物理化学性质、成分构成及在制浆过程中的反应规律。,T001|T002|T006
,陶瓷原料准备工,K002,Knowledge,,球磨制浆工艺流程,熟悉球磨机操作规范、制浆步骤、设备参数设定及故障排除流程。,T001|T003|T004
,陶瓷原料准备工,K003,Knowledge,,生产质量优化策略,能够根据原料批次差异和成品要求，制定并调整制浆配比与工艺参数以优化质量。,T002|T003
,陶瓷原料准备工,S001,Skill,,设备操作与调试技能,熟练操控球磨机等设备，进行参数调整、故障诊断与日常维护。,T001|T004
,陶瓷原料准备工,S002,Skill,,团队协作与沟通技能,能够与上下游工序人员有效沟通，准确反馈生产异常并协调解决。,T008|T009
,陶瓷原料准备工,S003,Skill,,数据分析与决策技能,能够解读浆料检测数据，结合经验分析原因并做出调整决策。,T002|T003
,陶瓷原料准备工,A001,Ability,,感官辨识能力,通过视觉、嗅觉等感官敏锐识别原料及浆料的细微异常。,T006
,陶瓷原料准备工,A002,Ability,,体力与耐力,具备长时间站立、搬运原料及操作重型设备所需的身体力量与耐力。,T001|T007
,陶瓷原料准备工,A003,Ability,,责任意识与专注力,在重复性操作中保持高度专注，对产品质量和生产安全负责。,T002|T009
,陶瓷成型施釉工,K001,Knowledge,,陶瓷材料特性知识,掌握陶瓷原料的化学成分、物理性质及在不同成型工艺下的反应规律。,T001|T002|T006
,陶瓷成型施釉工,K002,Knowledge,,成型工艺流程规范,熟悉压制、注浆等具体成型步骤的操作标准、参数设置及质量控制节点。,T001|T002|T003
,陶瓷成型施釉工,K003,Knowledge,,生产异常应对策略,针对设备故障、釉面缺陷等突发状况制定快速响应与工艺调整方案。,T004|T005|T007
,陶瓷成型施釉工,S001,Skill,,手工施釉操作技能,能够熟练运用喷枪、浸渍或刷涂等工具，精准控制釉料厚度与覆盖均匀度。,T003|T006
,陶瓷成型施釉工,S002,Skill,,团队协作沟通技能,能够清晰传达生产指令，协调物料流转，并与新员工进行有效技能传授。,T008|T010
,陶瓷成型施釉工,S003,Skill,,工艺参数决策技能,根据坯体状态与釉料特性，动态调整设备参数以优化成型质量。,T002|T005
,陶瓷成型施釉工,A001,Ability,,视觉缺陷识别能力,能够敏锐察觉釉面气泡、裂纹、流挂等细微外观缺陷。,T006|T007
,陶瓷成型施釉工,A002,Ability,,精细手部操作能力,具备稳定的手部控制力，能完成复杂的施釉动作与模具精细清理。,T003|T004
,陶瓷成型施釉工,A003,Ability,,职业责任感与专注力,在重复性劳动中保持高度专注，对产品质量负责，确保生产安全。,T005|T010
,陶瓷烧成工,K001,Knowledge,,陶瓷材料热力学特性,理解陶瓷坯体在高温下的物理化学变化规律，包括收缩率、相变温度及釉料熔融特性。,T002|T003
,陶瓷烧成工,K002,Knowledge,,窑炉操作与烧成流程,掌握装窑、升温、保温、降温及出窑的具体操作步骤与设备控制逻辑。,T001|T004
,陶瓷烧成工,K003,Knowledge,,烧成工艺优化策略,根据产品缺陷类型制定调整方案，平衡能耗与成品率，形成系统性烧成策略。,T005|T003
,陶瓷烧成工,S001,Skill,,窑炉设备操控技能,熟练运用控制面板调节温度曲线，执行装窑与出窑的物理操作。,T001|T004
,陶瓷烧成工,S002,Skill,,异常沟通与协调技能,在烧成异常发生时，准确向技术人员或管理层描述问题并协调解决方案。,T008
,陶瓷烧成工,S003,Skill,,质量缺陷诊断技能,通过观察成品外观与数据曲线，快速识别缺陷成因并定位工艺环节。,T003|T005
,陶瓷烧成工,A001,Ability,,工艺参数分析能力,在复杂数据流中识别关键趋势，进行逻辑推理以判断烧成状态。,T002|T005
,陶瓷烧成工,A002,Ability,,高温环境作业体能,具备在高温、高噪环境下长时间站立、搬运重物及保持专注的生理素质。,T001|T009
,陶瓷烧成工,A003,Ability,,职业责任感与细心,对产品质量负责，在重复性操作中保持高度警觉，防止人为失误。,T003|T008
,陶瓷装饰工,K001,Knowledge,,Ceramic Material Properties,"Declarative understanding of clay composition, firing temperatures, and glaze reactions specific to ceramic decoration.",T001|T006
,陶瓷装饰工,K002,Knowledge,,Decorative Application Procedures,"Procedural knowledge of specific techniques for hand-painting, transfer printing, and sculpting on ceramic substrates.",T002|T003
,陶瓷装饰工,K003,Knowledge,,Artistic Design Strategy,"Strategic knowledge of color theory, composition, and aesthetic trends to guide custom design decisions.",T004|T009
,陶瓷装饰工,S001,Skill,,Manual Dexterity,Technical ability to execute fine motor movements required for precise painting and sculpting on irregular surfaces.,T001|T003
,陶瓷装饰工,S002,Skill,,Client Consultation,Interpersonal skill to interpret client artistic requirements and negotiate design modifications effectively.,T009
,陶瓷装饰工,S003,Skill,,Visual Pattern Recognition,"Cognitive ability to identify color inconsistencies, alignment errors, and aesthetic flaws in real-time.",T004|T006
,陶瓷装饰工,A001,Ability,,Spatial Reasoning,Cognitive capacity to visualize 2D patterns on 3D curved surfaces and adjust designs accordingly.,T002|T003
,陶瓷装饰工,A002,Ability,,Fine Motor Control,Physical ability to maintain steady hand movements and precise pressure control during decoration.,T001|T002
,陶瓷装饰工,A003,Ability,,Aesthetic Judgment,Social and cultural ability to align artistic output with market expectations and cultural norms.,T004|T009
,古建琉璃工,K001,Knowledge,,Declarative Glaze Chemistry,"Factual understanding of mineral compositions, melting points, and color reactions in traditional Chinese glazes.",T006|T004
,古建琉璃工,K002,Knowledge,,Procedural Firing Protocols,"Step-by-step operational knowledge of the kiln loading, heating curves, and cooling processes specific to ancient architecture.",T004|T003
,古建琉璃工,K003,Knowledge,,Strategic Restoration Planning,Ability to formulate long-term strategies for matching historical aesthetics with modern durability requirements.,T010|T005
,古建琉璃工,S001,Skill,,Technical Hand-Molding,Manual dexterity and precision in shaping clay within molds to replicate complex architectural details.,T002|T001
,古建琉璃工,S002,Skill,,Interpersonal Consultation,Ability to communicate effectively with architects and historians to understand restoration requirements.,T010|T005
,古建琉璃工,S003,Skill,,Cognitive Visual Analysis,Mental capacity to analyze visual defects and color variations in fired ceramics to ensure quality standards.,T005|T003
,古建琉璃工,A001,Ability,,Cognitive Problem Solving,Mental ability to diagnose firing failures and adjust parameters to salvage or correct pieces.,T004|T005
,古建琉璃工,A002,Ability,,Physical Dexterity,Manual agility and strength required to manipulate heavy clay and operate traditional tools.,T002|T001
,古建琉璃工,A003,Ability,,Social Responsibility,Ethical commitment and trustworthiness required to preserve cultural heritage accurately.,T010|T005
,耐火原料加工成型工,K001,Knowledge,,耐火原料物理化学特性,掌握耐火原料的熔点、热膨胀系数、化学成分及其对煅烧和成型工艺的影响。,T001|T002|T004
,耐火原料加工成型工,K002,Knowledge,,成型设备操作规程,熟悉破碎、配料、成型及煅烧设备的启动、运行、停机及参数调节的具体步骤。,T001|T003|T008
,耐火原料加工成型工,K003,Knowledge,,工艺异常诊断策略,能够根据产品缺陷和设备状态，推断原料配比或工艺参数的问题并制定调整方案。,T006|T008
,耐火原料加工成型工,S001,Skill,,设备参数精准调控,能够熟练操作控制面板，根据实时数据微调压力、温度等关键工艺参数。,T003|T004
,耐火原料加工成型工,S002,Skill,,生产现场沟通协作,与上下游工序人员及管理人员有效沟通，确保生产指令准确传达与执行。,T009
,耐火原料加工成型工,S003,Skill,,质量缺陷视觉识别,通过观察产品表面纹理、颜色及尺寸，快速识别并分类潜在的质量问题。,T006
,耐火原料加工成型工,A001,Ability,,工艺逻辑推理能力,在复杂工况下，运用逻辑分析能力判断原料与设备状态之间的因果关系。,T002|T008
,耐火原料加工成型工,A002,Ability,,高强度体力负荷承受力,具备在粉尘、高温环境下长时间搬运重物及操作重型机械的体能基础。,T005|T010
,耐火原料加工成型工,A003,Ability,,职业责任感与专注力,在重复性劳动中保持高度专注，对产品质量和生产安全承担个人责任。,T009|T006
,耐火材料烧成工,K001,Knowledge,,耐火材料热工特性,理解耐火材料在高温下的物理化学变化规律及烧成曲线原理,T001|T003
,耐火材料烧成工,K002,Knowledge,,窑炉操作规范,掌握窑炉点火、升温、保温、降温及停炉的标准作业流程,T001|T004
,耐火材料烧成工,K003,Knowledge,,烧成工艺优化策略,根据产品缺陷反推工艺参数并制定改进方案的能力,T008
,耐火材料烧成工,S001,Skill,,窑炉设备操控,熟练运用控制系统调节温度、压力及气氛参数的操作技巧,T001
,耐火材料烧成工,S002,Skill,,团队协作沟通,与上下游工序人员及管理层进行有效信息传递与协调的能力,T007
,耐火材料烧成工,S003,Skill,,异常诊断思维,通过观察窑炉状态与产品特征快速定位故障根源的逻辑推理能力,T003|T008
,耐火材料烧成工,A001,Ability,,环境感知敏锐度,在嘈杂高温环境下准确识别声音、气味及视觉异常变化的能力,T003|T009
,耐火材料烧成工,A002,Ability,,高强度体力负荷,在受限空间内长时间搬运重物及进行高强度体力作业的能力,T002|T004|T005
,耐火材料烧成工,A003,Ability,,职业责任感,对生产安全与产品质量保持高度负责的心理素质,T007|T009
,耐火制品加工工,K001,Knowledge,,耐火材料化学特性,理解耐火制品在高温、腐蚀环境下的物理化学变化规律及浸渍剂反应机理。,T001|T005
,耐火制品加工工,K002,Knowledge,,浸渍与切磨工艺流程,掌握从原料处理到成品成型的标准化操作步骤、参数设定及质量控制节点。,T001|T002|T003
,耐火制品加工工,K003,Knowledge,,生产异常诊断策略,基于经验构建对设备故障与质量缺陷的归因分析框架及应急处理方案。,T008|T010
,耐火制品加工工,S001,Skill,,精密手工操作技能,运用手部精细动作完成切磨、组装等高精度物理加工任务的能力。,T002|T003
,耐火制品加工工,S002,Skill,,团队协作与指导技能,在作业现场与同事沟通配合，并向新员工传授操作技巧与规范的能力。,T009
,耐火制品加工工,S003,Skill,,质量判断与决策技能,在复杂工况下快速识别产品缺陷并做出合格与否判断的认知处理能力。,T005|T010
,耐火制品加工工,A001,Ability,,空间视觉专注力,在长时间作业中保持高度注意力，精准识别细微尺寸偏差与表面瑕疵。,T005|T001
,耐火制品加工工,A002,Ability,,手部精细操控能力,具备稳定的手部肌肉控制力与触觉反馈，以完成切磨与组装的精细动作。,T002|T003
,耐火制品加工工,A003,Ability,,职业责任感与严谨性,在高风险作业环境中保持高度的责任心，确保产品安全性能符合标准。,T005|T009
,耐火纤维制品工,K001,Knowledge,,耐火纤维材料特性,掌握耐火纤维的物理化学性质、耐温极限及成纤原理的理论知识。,T001|T004
