occupation_code,occupation_name,ksa_id,ksa_type,ksa_unit_name,ksa_definition,subcategory,related_tasks,semantic_cluster_id
6-11-01-04,制冷工,S003,Skill,故障分析与逻辑推理技能,基于现象数据运用逻辑推理快速定位故障根源并制定修复策略。,Cognitive,T003|T008,CL6537
6-11-01-04,制冷工,A001,Ability,系统分析与决策能力,在复杂工况下快速分析系统状态并做出正确的操作决策。,Cognitive,T003|T005,CL6538
6-11-01-04,制冷工,A002,Ability,精细操作与身体协调性,具备在狭窄空间或高空环境下进行精细物理操作与工具使用的身体能力。,Physical,T001|T004,CL6539
6-11-01-04,制冷工,A003,Ability,职业责任与安全意识,对操作安全、环境合规及客户信任保持高度敏感与责任感。,Social,T005|T006,CL4275
6-11-01-05,工业清洗工,K001,Knowledge,化学品安全与特性知识,掌握各类工业清洗剂的化学成分、反应机理及安全防护措施。,Declarative,T002|T005,CL6540
6-11-01-05,工业清洗工,K002,Knowledge,高压清洗设备操作流程,熟悉清洗设备的启动、运行、调节及停机标准作业程序。,Procedural,T001|T007,CL6541
6-11-01-05,工业清洗工,K003,Knowledge,工业清洗策略规划,根据污渍类型与设备材质制定最优清洗方案与应急预案。,Strategic,T003|T004,CL6542
6-11-01-05,工业清洗工,S001,Skill,设备操控与调节技能,能够熟练操控高压水枪、喷头等工具并精准调节压力参数。,Technical,T001|T007,CL6543
6-11-01-05,工业清洗工,S002,Skill,安全规范沟通技能,能够清晰传达安全指令并与团队协作确保作业环境安全。,Interpersonal,T005|T009,CL6544
6-11-01-05,工业清洗工,S003,Skill,故障诊断与决策技能,通过观察设备异常现象快速定位原因并做出处理决策。,Cognitive,T004|T003,CL6545
6-11-01-05,工业清洗工,A001,Ability,环境感知与判断能力,能够敏锐察觉清洗过程中的细微变化并判断清洗终点。,Cognitive,T003|T005,CL5549
6-11-01-05,工业清洗工,A002,Ability,身体协调与耐力,具备长时间操作重型设备所需的体力与肢体协调性。,Physical,T001|T008,CL1834
6-11-01-05,工业清洗工,A003,Ability,责任与安全意识,在作业中始终保持高度警惕，对安全后果承担个人责任。,Social,T005|T009,CL6546
6-11-01-06,腐蚀控制工,K001,Knowledge,Corrosion Prevention Technology,Declarative knowledge regarding chemical and physical mechanisms of corrosion and standard prevention methods.,Declarative,T004|T006,CL6547
6-11-01-06,腐蚀控制工,K002,Knowledge,Electrochemical Protection Procedures,Procedural knowledge on the step-by-step installation and operation of cathodic protection systems.,Procedural,T003|T005,CL6548
6-11-01-06,腐蚀控制工,K003,Knowledge,Material Selection Strategy,Strategic knowledge for selecting appropriate materials and coatings based on environmental conditions.,Strategic,T006|T004,CL6549
6-11-01-06,腐蚀控制工,S001,Skill,Surface Treatment Application,Technical skill in physically preparing surfaces and applying coatings with precision tools.,Technical,T001|T002,CL6550
6-11-01-06,腐蚀控制工,S002,Skill,Technical Communication,Interpersonal skill in conveying technical findings and coordinating with engineering teams.,Interpersonal,T008|T007,CL0374
6-11-01-06,腐蚀控制工,S003,Skill,Diagnostic Analysis,Cognitive skill in interpreting test data to identify root causes of corrosion failures.,Cognitive,T004|T005,CL0918
6-11-01-06,腐蚀控制工,A001,Ability,Analytical Reasoning,Cognitive ability to process complex data and deduce logical conclusions regarding material degradation.,Cognitive,T004|T006,CL0271
6-11-01-06,腐蚀控制工,A002,Ability,Manual Dexterity,Physical ability to perform precise hand movements for spraying and surface preparation in varied environments.,Physical,T001|T002,CL0247
6-11-01-06,腐蚀控制工,A003,Ability,Ethical Responsibility,Social ability to uphold safety standards and accept accountability for infrastructure integrity.,Social,T009|T008,CL0684
6-11-02-01,硫酸生产工,K001,Knowledge,Sulfuric Acid Process Theory,"Understanding the chemical reactions, thermodynamics, and catalytic principles involved in the contact process for sulfuric acid production.",Declarative,T001|T002,CL6551
6-11-02-01,硫酸生产工,K002,Knowledge,Equipment Operation Procedures,"Step-by-step protocols for operating, monitoring, and troubleshooting specific machinery like converters and absorbers.",Procedural,T003|T006,CL2193
6-11-02-01,硫酸生产工,K003,Knowledge,Process Optimization Strategy,"Strategic knowledge for balancing yield, safety, and environmental compliance under varying raw material conditions.",Strategic,T004|T007,CL6104
6-11-02-01,硫酸生产工,S001,Skill,Instrument Calibration,The technical ability to accurately adjust and verify analytical instruments to ensure data reliability.,Technical,T006,CL1405
6-11-02-01,硫酸生产工,S002,Skill,Safety Communication,The ability to effectively convey critical safety information and coordinate with maintenance and emergency teams.,Interpersonal,T008|T010,CL5917
6-11-02-01,硫酸生产工,S003,Skill,Process Analysis,The cognitive skill to interpret real-time data trends and diagnose root causes of process deviations.,Cognitive,T001|T004,CL6552
6-11-02-01,硫酸生产工,A001,Ability,Situational Awareness,The cognitive capacity to maintain constant vigilance over multiple process variables and environmental cues.,Cognitive,T001|T004,CL0895
6-11-02-01,硫酸生产工,A002,Ability,Physical Endurance,"The physical capacity to work in high-temperature, corrosive environments and perform manual inspections.",Physical,T003|T010,CL0335
6-11-02-01,硫酸生产工,A003,Ability,Ethical Responsibility,The social and moral capacity to prioritize safety and environmental compliance over production speed.,Social,T008|T009,CL0684
6-11-02-02,硝酸生产工,K001,Knowledge,硝酸生产工艺原理,掌握氨氧化、吸收及尾气处理的热力学与化学反应机理，理解各单元操作间的物质能量平衡。,Declarative,T001|T002|T003,CL6553
6-11-02-02,硝酸生产工,K002,Knowledge,设备操作规程与应急流程,熟悉氧化炉、吸收塔等核心设备的启停步骤、参数设定标准及突发泄漏的应急处置方案。,Procedural,T004|T006,CL6554
6-11-02-02,硝酸生产工,K003,Knowledge,生产安全与环保法规,理解国家关于危险化学品生产、排放标准的法律法规，制定符合合规性的生产策略。,Strategic,T003|T007,CL6555
6-11-02-02,硝酸生产工,S001,Skill,工业设备操控技能,能够熟练操作氧化炉、吸收塔及尾气处理系统的控制阀门、仪表及自动化界面。,Technical,T001|T002,CL4943
6-11-02-02,硝酸生产工,S002,Skill,团队沟通与协作技能,在交接班、异常处理及培训过程中，能够清晰传达信息并建立有效的团队协作关系。,Interpersonal,T008|T010,CL6097
6-11-02-02,硝酸生产工,S003,Skill,工艺异常诊断技能,运用逻辑推理与数据分析能力，快速识别生产参数异常并定位故障根源。,Cognitive,T006,CL6556
6-11-02-02,硝酸生产工,A001,Ability,逻辑分析能力,具备在复杂化工流程中分析因果关系、推导工艺变化趋势的思维能力。,Cognitive,T006|T009,CL2388
6-11-02-02,硝酸生产工,A002,Ability,身体耐力与敏捷性,能够在高温、高压及有毒气体环境中长时间站立、行走并进行必要的体力操作。,Physical,T004|T007,CL4266
6-11-02-02,硝酸生产工,A003,Ability,职业责任感与专注力,在高风险作业中保持高度警觉，对生产安全与产品质量承担道德与法律责任。,Social,T001|T008,CL5938
6-11-02-03,盐酸生产工,K001,Knowledge,盐酸生产工艺原理,掌握氯气与氢气合成反应机理、吸收塔传质传热过程及系统热平衡知识。,Declarative,T001|T003,CL6557
6-11-02-03,盐酸生产工,K002,Knowledge,合成炉与吸收系统操作规范,熟悉合成炉点火、升温、负荷调节及吸收塔液位控制的标准作业程序。,Procedural,T002|T005,CL6558
6-11-02-03,盐酸生产工,K003,Knowledge,生产安全与应急策略,理解盐酸泄漏危害、防爆措施及突发事故下的系统关停与人员疏散策略。,Strategic,T008|T007,CL6559
6-11-02-03,盐酸生产工,S001,Skill,设备参数调节技能,能够精准操作阀门与仪表，根据实时数据调整配比与流量以维持工艺稳定。,Technical,T002|T004,CL6560
6-11-02-03,盐酸生产工,S002,Skill,团队协作与沟通技能,在交接班、事故处理及多岗位配合中，准确传递信息并协调行动。,Interpersonal,T009|T010,CL5627
6-11-02-03,盐酸生产工,S003,Skill,异常诊断与分析技能,通过观察仪表读数与设备声音，快速识别系统故障原因并制定调整方案。,Cognitive,T005|T008,CL6561
6-11-02-03,盐酸生产工,A001,Ability,逻辑推理与决策能力,在复杂工艺参数波动中，运用逻辑分析判断因果关系并做出正确操作决策。,Cognitive,T001|T003,CL6562
6-11-02-03,盐酸生产工,A002,Ability,身体协调与操作耐力,具备在化工现场长时间站立、巡检及进行精细阀门操作的体力与协调性。,Physical,T005|T009,CL5773
6-11-02-03,盐酸生产工,A003,Ability,职业责任感与风险意识,对高危化学品生产保持高度警觉，主动承担安全责任并严格执行操作规程。,Social,T007|T008,CL0739
6-11-02-04,磷酸生产工,K001,Knowledge,磷酸生产工艺原理,掌握湿法磷酸生产中的化学反应机理、热力学特性及工艺流程图。,Declarative,T001|T003,CL6563
6-11-02-04,磷酸生产工,K002,Knowledge,反应器与过滤设备操作规范,熟悉反应器控制逻辑、过滤机结构及标准作业程序（SOP）。,Procedural,T002|T004,CL6564
6-11-02-04,磷酸生产工,K003,Knowledge,生产异常应急策略,制定并执行针对泄漏、堵塞或参数失控的紧急应对方案。,Strategic,T005,CL6565
6-11-02-04,磷酸生产工,S001,Skill,反应参数精准调控,通过手动或半自动方式调节温度、压力及加料速率以维持最佳反应状态。,Technical,T001,CL5927
6-11-02-04,磷酸生产工,S002,Skill,跨部门异常沟通,准确向调度、维修及管理层传达生产异常原因及处理进度。,Interpersonal,T008,CL6566
6-11-02-04,磷酸生产工,S003,Skill,数据逻辑分析,从传感器读数与化验结果中识别趋势并推导工艺偏差根源。,Cognitive,T004|T006,CL0951
6-11-02-04,磷酸生产工,A001,Ability,现场故障诊断,在复杂工况下快速判断设备故障点并启动修复程序。,Cognitive,T005|T007,CL6567
6-11-02-04,磷酸生产工,A002,Ability,体力操作耐力,在化工现场长时间进行阀门操作、滤饼清理及巡检等体力活动。,Physical,T002|T007,CL4898
6-11-02-04,磷酸生产工,A003,Ability,团队协作与指导,在团队中建立信任，指导新员工掌握安全操作规范。,Social,T008|T010,CL1327
6-11-02-05,纯碱生产工,K001,Knowledge,纯碱生产工艺原理,掌握氨碱法或联碱法中盐水精制、碳化、煅烧等核心化学反应与物理过程的基础理论知识。,Declarative,T001|T002|T003,CL6568
6-11-02-05,纯碱生产工,K002,Knowledge,设备操作规程与流程,熟悉盐水精制塔、碳化塔、煅烧炉等关键设备的启动、运行、停机及故障处理的标准作业程序。,Procedural,T001|T003|T007,CL6569
6-11-02-05,纯碱生产工,K003,Knowledge,生产异常诊断策略,基于历史数据与实时参数，制定应对碳化率波动或煅烧温度异常的优化调整策略。,Strategic,T004|T007,CL6091
6-11-02-05,纯碱生产工,S001,Skill,设备操控与调节,能够熟练运用控制面板调节阀门开度、温度设定及流量控制，确保工艺参数稳定。,Technical,T001|T002|T003,CL6570
6-11-02-05,纯碱生产工,S002,Skill,团队沟通与协作,在交接班、异常处理及安全培训中，能够清晰传达信息并与团队成员建立有效协作。,Interpersonal,T009|T007,CL4842
6-11-02-05,纯碱生产工,S003,Skill,数据分析与逻辑推理,能够解读生产报表，通过逻辑分析识别数据异常背后的工艺原因并推导解决方案。,Cognitive,T004|T007,CL3289
6-11-02-05,纯碱生产工,A001,Ability,环境感知与判断,具备敏锐的感官能力，通过听、看、闻识别设备运行声音、颜色变化及气体泄漏等异常。,Cognitive,T005|T007,CL6571
6-11-02-05,纯碱生产工,A002,Ability,体力耐力与操作,具备在工业现场长时间站立、行走及进行必要体力劳动以完成巡检和维护任务的能力。,Physical,T005|T008,CL6572
6-11-02-05,纯碱生产工,A003,Ability,责任伦理与安全意识,在高风险化工环境中保持高度的责任心，严格遵守安全规范，对生产安全负责。,Social,T003|T009,CL6573
6-11-02-06,烧碱生产工,K001,Knowledge,烧碱生产工艺原理,掌握离子膜法或隔膜法生产烧碱的化学反应机理、物料平衡及热力学特性。,Declarative,T001|T006,CL6574
6-11-02-06,烧碱生产工,K002,Knowledge,电解与蒸发操作规程,熟悉盐水精制、电解槽启停、蒸发浓缩等具体步骤的标准作业程序与安全规范。,Procedural,T002|T003,CL6575
6-11-02-06,烧碱生产工,K003,Knowledge,氯氢处理应急策略,理解氯气与氢气混合爆炸风险，掌握泄漏应急处置与系统隔离的决策逻辑。,Strategic,T004|T009,CL6576
6-11-02-06,烧碱生产工,S001,Skill,盐水精制投料技能,能够精准控制化学试剂添加量，调节pH值与杂质含量，确保电解原料纯度。,Technical,T002,CL6577
6-11-02-06,烧碱生产工,S002,Skill,团队应急协调技能,在发生氯气泄漏等事故时，有效指挥团队成员进行疏散、隔离与抢修。,Interpersonal,T009,CL6578
6-11-02-06,烧碱生产工,S003,Skill,工艺数据分析技能,能够解读电流效率、槽电压、碱液浓度等数据，识别异常趋势并调整工艺参数。,Cognitive,T006|T010,CL6274
6-11-02-06,烧碱生产工,A001,Ability,工艺异常分析能力,具备快速识别电解槽电压波动或蒸发系统压力异常背后的根本原因并推理解决。,Cognitive,T001|T003,CL6579
6-11-02-06,烧碱生产工,A002,Ability,高危环境作业体能,能够穿戴重型防护服在腐蚀性、高温及有毒气体环境中进行长时间巡检与抢修。,Physical,T004|T007,CL6580
6-11-02-06,烧碱生产工,A003,Ability,职业责任与专注力,在长时间重复操作中保持高度警觉，确保对氯氢处理等关键安全环节零失误。,Social,T005|T009,CL6146
6-11-02-07,无机盐生产工,K001,Knowledge,无机盐生产工艺原理,掌握无机盐合成的化学反应机理、热力学特性及单元操作的基本理论框架。,Declarative,T001|T004,CL6581
6-11-02-07,无机盐生产工,K002,Knowledge,反应器操作与单元控制规程,熟悉反应器启动、运行、停机及故障处理的标准作业程序（SOP）与设备参数设定逻辑。,Procedural,T001|T002|T005,CL6582
6-11-02-07,无机盐生产工,K003,Knowledge,生产安全与应急策略,制定并执行针对泄漏、爆炸等突发状况的应急预案，平衡生产效率与安全风险。,Strategic,T005|T008,CL6559
6-11-02-07,无机盐生产工,S001,Skill,反应过程精准调控,能够根据实时监测数据，熟练运用手动或自动控制系统调节温度、压力及物料配比。,Technical,T001|T004,CL6583
6-11-02-07,无机盐生产工,S002,Skill,异常沟通与团队协作,在设备故障或生产异常时，清晰准确地向上下游工序及管理层传递信息并协调资源。,Interpersonal,T007|T005,CL6584
6-11-02-07,无机盐生产工,S003,Skill,工艺数据分析与诊断,运用统计学方法分析生产数据，识别趋势异常并推导潜在工艺缺陷。,Cognitive,T004|T003,CL6585
6-11-02-07,无机盐生产工,A001,Ability,逻辑分析与决策判断,在复杂多变的生产环境中，快速分析多源信息并做出正确的工艺调整决策。,Cognitive,T004|T005,CL6586
6-11-02-07,无机盐生产工,A002,Ability,精细操作与身体协调,具备稳定的手部动作与身体协调性，能够完成阀门调节、取样及应急维修等精细体力任务。,Physical,T002|T005,CL6587
6-11-02-07,无机盐生产工,A003,Ability,职业责任感与风险意识,对生产安全与产品质量保持高度警觉，能够主动识别并规避潜在的人为失误风险。,Social,T008|T003,CL0739
6-11-02-08,提硝工,K001,Knowledge,硫酸钠生产工艺原理,掌握硫酸钠从原料到成品的化学转化路径，包括冷冻结晶与蒸发干燥的热力学基础。,Declarative,T001|T003,CL6588
6-11-02-08,提硝工,K002,Knowledge,设备操作与故障排除流程,熟悉结晶器、干燥机等核心设备的启动、运行监控及常见故障的标准化处理步骤。,Procedural,T002|T004,CL6278
6-11-02-08,提硝工,K003,Knowledge,生产安全与质量控制策略,制定并执行确保产品纯度与生产安全的长期策略，平衡能耗与结晶效率。,Strategic,T005|T007,CL5941
6-11-02-08,提硝工,S001,Skill,工业设备操作技能,熟练操控冷冻与蒸发系统，精准调节温度、压力及流速等关键工艺参数。,Technical,T002|T007,CL6589
6-11-02-08,提硝工,S002,Skill,生产协调与沟通技能,在班组间有效传递生产信息，协调设备维护与生产进度的配合。,Interpersonal,T009,CL6590
6-11-02-08,提硝工,S003,Skill,工艺异常分析技能,通过观察结晶形态与数据波动，快速识别并分析导致产品质量问题的根本原因。,Cognitive,T003|T006,CL6470
6-11-02-08,提硝工,A001,Ability,工艺参数敏锐度,能够敏锐感知细微的结晶变化与设备运行状态，及时做出反应。,Cognitive,T001|T003,CL5944
6-11-02-08,提硝工,A002,Ability,设备维护与清理体能,具备在受限空间或高温环境下进行设备内部清理与机械维护的体力与耐力。,Physical,T004|T008,CL6591
6-11-02-08,提硝工,A003,Ability,职业责任感与专注力,在连续生产作业中保持高度专注，对产品质量与生产安全承担个人责任。,Social,T005|T009,CL5938
6-11-02-09,卤水综合利用工,K001,Knowledge,卤水化学特性知识,掌握卤水中溴、镁、钾等元素的存在形式、浓度变化规律及热力学性质。,Declarative,T001|T002,CL6592
6-11-02-09,卤水综合利用工,K002,Knowledge,蒸发结晶工艺流程,熟悉多效蒸发、真空结晶等具体操作步骤、参数控制标准及设备运行逻辑。,Procedural,T003|T004,CL6593
6-11-02-09,卤水综合利用工,K003,Knowledge,综合利用战略决策,根据市场供需与原料波动，制定溴素提取与副产物利用的长期优化策略。,Strategic,T006|T008,CL6594
6-11-02-09,卤水综合利用工,S001,Skill,设备操作技能,熟练操控蒸发结晶器、提取塔等专用设备，进行启停、调节与故障排除。,Technical,T001|T003,CL1830
6-11-02-09,卤水综合利用工,S002,Skill,团队协作沟通技能,在紧急工况下与上下游工序人员高效沟通，协调资源以保障生产安全。,Interpersonal,T007|T008,CL4621
6-11-02-09,卤水综合利用工,S003,Skill,异常分析决策技能,运用逻辑推理与经验判断，快速识别生产异常根源并制定修正方案。,Cognitive,T006|T002,CL6595
6-11-02-09,卤水综合利用工,A001,Ability,逻辑分析能力,具备将复杂的化学数据转化为可执行操作指令的抽象思维与推理能力。,Cognitive,T006|T002,CL2388
6-11-02-09,卤水综合利用工,A002,Ability,身体耐力与协调性,能够长时间在工业现场进行巡检、阀门操作及应急处理，适应高强度体力活动。,Physical,T004|T007,CL6596
6-11-02-09,卤水综合利用工,A003,Ability,职业责任感,对生产安全与产品质量保持高度警觉，具备严谨细致的工作态度与道德约束。,Social,T008|T010,CL0027
6-11-02-10,无机化学反应生产工,K001,Knowledge,无机化学反应原理,掌握无机物合成、氧化还原、酸碱反应等基础理论及其在工业条件下的热力学与动力学特征。,Declarative,T002|T003,CL6597
6-11-02-10,无机化学反应生产工,K002,Knowledge,反应器操作规范,熟悉各类反应器的结构、启动、运行、停机及紧急处理的标准作业程序（SOP）。,Procedural,T001|T004,CL6598
6-11-02-10,无机化学反应生产工,K003,Knowledge,工艺控制策略,理解如何通过调节温度、压力、流速等变量来优化反应产率与纯度的系统性方法。,Strategic,T003|T005,CL6599
6-11-02-10,无机化学反应生产工,S001,Skill,设备操作技能,熟练运用阀门、泵、仪表等硬件设备进行物料投加、参数调节及系统维护的动手能力。,Technical,T001|T004,CL1830
6-11-02-10,无机化学反应生产工,S002,Skill,团队协作沟通,在紧急工况下与调度、维修及管理人员进行高效、准确的信息传递与协同处置。,Interpersonal,T007|T009,CL0023
6-11-02-10,无机化学反应生产工,S003,Skill,异常诊断分析,通过观察仪表读数与现场现象，快速识别反应异常原因并制定应对措施的逻辑推理能力。,Cognitive,T005|T003,CL6600
6-11-02-10,无机化学反应生产工,A001,Ability,环境感知能力,敏锐察觉设备异响、泄漏气味、颜色变化等细微物理化学变化的感知与反应能力。,Cognitive,T002|T005,CL4897
6-11-02-10,无机化学反应生产工,A002,Ability,体力负荷承受,在工业现场长时间站立、搬运物料、操作重型阀门及应对高温高压环境的身体耐力。,Physical,T001|T008,CL6601
6-11-02-10,无机化学反应生产工,A003,Ability,责任伦理意识,对生产安全、环境保护及产品质量保持高度负责的心理状态与职业操守。,Social,T007|T009,CL4899
6-11-02-11,脂肪烃生产工,K001,Knowledge,脂肪烃生产工艺原理,掌握裂解、精馏等单元操作的化学反应机理、热力学平衡及物料平衡计算规则。,Declarative,T001|T002,CL6602
6-11-02-11,脂肪烃生产工,K002,Knowledge,裂解炉操作规程,熟悉裂解炉点火、升温、负荷调整及紧急停炉的标准作业程序（SOP）与设备参数阈值。,Procedural,T004|T007,CL6603
6-11-02-11,脂肪烃生产工,K003,Knowledge,化工安全与应急策略,制定并执行针对泄漏、火灾、爆炸等突发事故的应急预案与风险控制策略。,Strategic,T003|T008,CL6604
6-11-02-11,脂肪烃生产工,S001,Skill,DCS系统操作技能,熟练运用分布式控制系统进行参数设定、趋势分析及远程设备启停操作。,Technical,T001|T002,CL6605
6-11-02-11,脂肪烃生产工,S002,Skill,班组沟通协作技能,在交接班、事故处理及多工种配合中，清晰传达指令并建立团队信任。,Interpersonal,T008,CL6606
6-11-02-11,脂肪烃生产工,S003,Skill,工艺异常诊断技能,通过数据分析与现场感官反馈，快速识别工艺偏差根源并制定调整方案。,Cognitive,T003|T006,CL6556
6-11-02-11,脂肪烃生产工,A001,Ability,复杂系统分析能力,在高压、高温及多变量耦合环境下，快速处理海量数据并提取关键信息。,Cognitive,T003,CL0857
6-11-02-11,脂肪烃生产工,A002,Ability,现场巡检体能,具备在化工装置区进行长时间站立、攀爬及负重巡检的生理耐力与反应速度。,Physical,T004|T010,CL0936
6-11-02-11,脂肪烃生产工,A003,Ability,职业责任伦理,在高风险作业中保持高度的专注力，对生产安全与产品质量承担最终道德责任。,Social,T003|T008,CL4579
6-11-02-12,芳香烃生产工,K001,Knowledge,芳香烃生产工艺原理,掌握歧化、异构化等化学反应机理及热力学平衡条件的理论知识。,Declarative,T001|T003,CL6607
6-11-02-12,芳香烃生产工,K002,Knowledge,DCS系统操作规范,熟悉分布式控制系统界面逻辑、报警处理流程及标准操作程序。,Procedural,T002|T004,CL6608
6-11-02-12,芳香烃生产工,K003,Knowledge,化工过程安全战略,理解重大事故风险模型，制定应急预案及长期工艺优化策略。,Strategic,T004|T008,CL6609
6-11-02-12,芳香烃生产工,S001,Skill,反应器与精馏塔操作,熟练进行阀门开关、参数调节及设备启停等物理控制技能。,Technical,T001|T003,CL6610
6-11-02-12,芳香烃生产工,S002,Skill,班组沟通与协作,在交接班、异常处理中准确传递信息并建立团队信任。,Interpersonal,T007|T009,CL6611
6-11-02-12,芳香烃生产工,S003,Skill,异常诊断与决策,基于DCS数据快速识别异常模式并制定最优处理方案。,Cognitive,T004|T008,CL6280
6-11-02-12,芳香烃生产工,A001,Ability,逻辑分析与推理,在复杂工况下运用逻辑推理判断因果关系并预测后果。,Cognitive,T004|T007,CL6612
6-11-02-12,芳香烃生产工,A002,Ability,身体协调与耐力,具备在化工现场长时间站立、攀爬及进行精细手动操作的身体素质。,Physical,T005|T008,CL1834
6-11-02-12,芳香烃生产工,A003,Ability,职业责任感,对生产安全与质量保持高度警觉，主动承担岗位责任。,Social,T002|T009,CL0027
6-11-02-13,脂肪烃衍生物生产工,K001,Knowledge,脂肪烃衍生物工艺原理,掌握脂肪烃衍生物合成的化学反应机理、热力学特性及物料平衡计算规则。,Declarative,T001|T004,CL6613
6-11-02-13,脂肪烃衍生物生产工,K002,Knowledge,反应器与精馏设备操作规程,熟悉反应器、精馏塔等核心设备的启动、运行、停机及故障处理的标准作业程序。,Procedural,T002|T003,CL6614
6-11-02-13,脂肪烃衍生物生产工,K003,Knowledge,生产安全与应急策略,制定并执行针对泄漏、超压等突发状况的应急预案，平衡生产效率与安全风险。,Strategic,T004|T008,CL6559
6-11-02-13,脂肪烃衍生物生产工,S001,Skill,DCS系统监控与操作,熟练运用分布式控制系统界面进行参数读取、指令下发及趋势分析。,Technical,T001|T007,CL6615
6-11-02-13,脂肪烃衍生物生产工,S002,Skill,团队沟通与协作,在交接班、事故处理及培训过程中，准确传递信息并协调团队行动。,Interpersonal,T009|T010,CL4842
6-11-02-13,脂肪烃衍生物生产工,S003,Skill,异常诊断与逻辑推理,基于多源数据（温度、压力、流量）快速识别异常模式并推导根本原因。,Cognitive,T004|T008,CL6616
6-11-02-13,脂肪烃衍生物生产工,A001,Ability,复杂系统分析能力,在动态变化的生产环境中，综合评估工艺参数对产品质量和安全的影响。,Cognitive,T004|T007,CL0857
6-11-02-13,脂肪烃衍生物生产工,A002,Ability,现场巡检与感官判断,具备在化工现场进行物理巡检、听音辨位及通过感官发现设备隐患的能力。,Physical,T005|T008,CL6617
6-11-02-13,脂肪烃衍生物生产工,A003,Ability,职业责任感与决策担当,在高风险环境下保持高度的责任心，敢于在紧急时刻做出负责任的决策。,Social,T008|T010,CL6618
6-11-02-14,芳香烃衍生物生产工,K001,Knowledge,芳香烃衍生物工艺原理,掌握芳香烃衍生物合成的化学反应机理、热力学特性及工艺流程知识。,Declarative,T001|T004,CL6619
6-11-02-14,芳香烃衍生物生产工,K002,Knowledge,反应器与精馏操作规范,熟悉反应器构造、精馏塔操作参数设定及DCS系统控制逻辑的具体规程。,Procedural,T002|T003,CL6620
6-11-02-14,芳香烃衍生物生产工,K003,Knowledge,化工生产风险战略评估,具备对复杂工艺链中潜在泄漏、爆炸等风险的预判与应急战略决策能力。,Strategic,T005|T008,CL6621
6-11-02-14,芳香烃衍生物生产工,S001,Skill,DCS系统监控与调控,熟练运用分布式控制系统实时读取数据并精准调节工艺参数的操作技能。,Technical,T001|T003,CL6622
6-11-02-14,芳香烃衍生物生产工,S002,Skill,团队应急协同沟通,在突发事故中快速与调度、维修团队进行有效信息传递与协作的技能。,Interpersonal,T005,CL6623
6-11-02-14,芳香烃衍生物生产工,S003,Skill,工艺异常逻辑推理,基于数据波动快速推导故障根源并制定修正方案的认知推理技能。,Cognitive,T008|T004,CL6624
6-11-02-14,芳香烃衍生物生产工,A001,Ability,复杂数据分析能力,在海量实时数据中识别关键趋势并提取有效信息的认知潜能。,Cognitive,T001|T004,CL6625
6-11-02-14,芳香烃衍生物生产工,A002,Ability,现场应急体能反应,在高压环境下快速移动、操作阀门及穿戴防护装备的生理机能。,Physical,T002|T005,CL6626
6-11-02-14,芳香烃衍生物生产工,A003,Ability,职业责任伦理坚守,在高风险化工生产中始终保持高度警觉并坚守安全底线的心理特质。,Social,T005|T008,CL6627
6-11-02-15,有机合成工,K001,Knowledge,有机合成反应原理,掌握有机化学反应机理、热力学性质及动力学特征的理论体系。,Declarative,T002|T004,CL6628
6-11-02-15,有机合成工,K002,Knowledge,反应器操作规范,关于反应器启停、参数调节、故障排查及安全防护的标准作业程序。,Procedural,T001|T003|T005,CL6598
6-11-02-15,有机合成工,K003,Knowledge,后处理工艺策略,针对特定产物制定分离、精制及废液处理的整体技术路线规划能力。,Strategic,T003|T007,CL6629
6-11-02-15,有机合成工,S001,Skill,精密配料技能,准确称量、混合及投加化学原料的实操技巧与手感控制。,Technical,T001,CL6630
6-11-02-15,有机合成工,S002,Skill,团队沟通协作,在复杂生产环境中与上下游工序及管理人员进行有效信息交换与协调的能力。,Interpersonal,T008,CL4777
6-11-02-15,有机合成工,S003,Skill,异常诊断思维,基于实验现象快速分析反应偏离原因并制定修正方案的逻辑推理能力。,Cognitive,T004|T007,CL5583
6-11-02-15,有机合成工,A001,Ability,数据分析能力,解读色谱、光谱等检测数据并评估反应产率与纯度的认知处理能力。,Cognitive,T004,CL6631
6-11-02-15,有机合成工,A002,Ability,身体协调与耐力,在化工现场进行长时间站立、搬运及精细操作的身体机能。,Physical,T001|T005|T010,CL1834
6-11-02-15,有机合成工,A003,Ability,职业责任感,对高危化学品操作保持高度警觉、严谨细致及承担安全责任的内在特质。,Social,T002|T007,CL0027
6-11-03-01,合成氨生产工,K001,Knowledge,合成氨工艺原理,掌握哈伯法合成氨的化学反应机理、热力学平衡及催化剂特性等理论体系。,Declarative,T001|T004,CL6632
6-11-03-01,合成氨生产工,K002,Knowledge,设备操作规程,熟悉气化、净化、合成等单元设备的启动、运行、停机及维护的标准作业程序。,Procedural,T002|T003,CL5888
6-11-03-01,合成氨生产工,K003,Knowledge,生产安全战略,理解化工生产中的风险识别、事故预防策略及应急响应体系的整体架构。,Strategic,T005|T008,CL6633
6-11-03-01,合成氨生产工,S001,Skill,工艺参数调控,能够熟练运用DCS系统调节温度、压力、流量等关键指标以维持最佳反应状态。,Technical,T001|T002,CL0609
6-11-03-01,合成氨生产工,S002,Skill,团队沟通协作,在紧急工况下与班组成员、调度中心进行高效、准确的信息传递与指令确认。,Interpersonal,T008|T005,CL4777
