Occupation Code / 职业代码,Occupation Name / 职业名称,Task ID / 任务编号,Task Description (CN) / 任务描述 (中文),Weight Category / 权重类别,Weight Percentage / 权重百分比,Substitutivity (0-1) / 替代性 (0-1 分制),Augmentation (0-1) / 增强性 (0-1 分制),Complementarity (0-1) / 互补性 (0-1 分制),Substitutivity (1-5) / 替代性 (1-5 分制),Augmentation (1-5) / 增强性 (1-5 分制),Complementarity (1-5) / 互补性 (1-5 分制)
,人造石生产加工工,T008,沟通生产进度异常,Secondary,0.1,0.75,0.6,0.4,4,3,3
,人造石生产加工工,T009,整理废弃边角材料,Ancillary,0.05,0.85,0.3,0.15,4,2,2
,人造石生产加工工,T010,归档工艺操作日志,Ancillary,0.05,0.95,0.9,0.1,5,5,1
,防水卷材制造工,T001,执行原材料配料与混合操作,Primary,0.12,0.35,0.75,0.65,2,4,4
,防水卷材制造工,T002,监控浸涂工艺温度与速度参数,Primary,0.12,0.85,0.9,0.4,4,5,3
,防水卷材制造工,T003,操作挤出机进行卷材成型生产,Primary,0.12,0.4,0.7,0.6,3,4,3
,防水卷材制造工,T004,执行卷材自动卷取与收卷作业,Primary,0.12,0.95,0.8,0.3,5,4,2
,防水卷材制造工,T005,巡检成品卷材表面质量缺陷,Primary,0.12,0.5,0.85,0.55,3,4,3
,防水卷材制造工,T006,分析生产数据并调整工艺参数,Secondary,0.1,0.6,0.95,0.45,3,5,3
,防水卷材制造工,T007,处理突发设备故障与异常停机,Secondary,0.1,0.2,0.4,0.8,2,3,4
,防水卷材制造工,T008,维护生产现场设备清洁与润滑,Secondary,0.1,0.3,0.5,0.7,2,3,4
,防水卷材制造工,T009,记录生产日志与质量报告,Ancillary,0.05,0.9,0.95,0.2,5,5,2
,防水卷材制造工,T010,协助团队沟通生产进度与异常,Ancillary,0.05,0.4,0.6,0.6,3,3,3
,保温材料制造工,T001,操作熔炉进行原料熔融,Primary,0.12,0.3,0.75,0.8,2,4,4
,保温材料制造工,T002,监控成棉工艺参数,Primary,0.12,0.4,0.85,0.7,3,4,4
,保温材料制造工,T003,执行制品成型加工,Primary,0.12,0.35,0.65,0.75,2,4,4
,保温材料制造工,T004,分析设备运行状态,Primary,0.12,0.5,0.7,0.6,3,4,3
,保温材料制造工,T005,维护熔炉与加工设备,Primary,0.12,0.2,0.5,0.85,2,3,4
,保温材料制造工,T006,记录生产数据报表,Secondary,0.1,0.9,0.95,0.3,5,5,2
,保温材料制造工,T007,检查成品外观质量,Secondary,0.1,0.6,0.8,0.5,3,4,3
,保温材料制造工,T008,协调班组生产进度,Secondary,0.1,0.4,0.6,0.7,3,3,4
,保温材料制造工,T009,清理作业现场环境,Ancillary,0.05,0.7,0.4,0.3,4,3,2
,保温材料制造工,T010,传达安全操作规范,Ancillary,0.05,0.8,0.7,0.4,4,4,3
,吸音材料制造工,T001,执行原料配料与混合操作,Primary,0.12,0.3,0.75,0.65,2,4,4
,吸音材料制造工,T002,监控煅烧炉温度与压力参数,Primary,0.12,0.85,0.9,0.4,4,5,3
,吸音材料制造工,T003,实施熔融状态下的成型工艺控制,Primary,0.12,0.4,0.7,0.6,3,4,3
,吸音材料制造工,T004,检测成品吸音材料孔隙率与密度,Primary,0.12,0.7,0.8,0.5,4,4,3
,吸音材料制造工,T005,处理生产过程中的突发设备故障,Primary,0.12,0.15,0.5,0.85,2,3,4
,吸音材料制造工,T006,记录生产日志与质量数据报表,Secondary,0.1,0.95,0.95,0.1,5,5,1
,吸音材料制造工,T007,维护生产现场安全与卫生环境,Secondary,0.1,0.45,0.6,0.55,3,3,3
,吸音材料制造工,T008,分析生产数据以优化工艺参数,Secondary,0.1,0.6,0.85,0.4,3,4,3
,吸音材料制造工,T009,协助新员工进行岗位操作培训,Ancillary,0.05,0.2,0.4,0.8,2,3,4
,吸音材料制造工,T010,整理废弃物料与回收处理流程,Ancillary,0.05,0.5,0.6,0.5,3,3,3
,砂石骨料生产工,T001,操作破碎设备处理原矿,Primary,0.12,0.3,0.75,0.8,2,4,4
,砂石骨料生产工,T002,监控筛分系统运行状态,Primary,0.12,0.4,0.85,0.7,3,4,4
,砂石骨料生产工,T003,执行洗涤工序调节水质,Primary,0.12,0.35,0.7,0.75,2,4,4
,砂石骨料生产工,T004,巡检设备机械连接部件,Primary,0.12,0.2,0.6,0.85,2,3,4
,砂石骨料生产工,T005,清理生产现场积料与杂物,Primary,0.12,0.25,0.5,0.9,2,3,5
,砂石骨料生产工,T006,记录生产数据与运行日志,Secondary,0.1,0.9,0.95,0.3,5,5,2
,砂石骨料生产工,T007,识别原料粒度分布异常,Secondary,0.1,0.45,0.8,0.65,3,4,4
,砂石骨料生产工,T008,协调班组人员作业分工,Secondary,0.1,0.3,0.4,0.8,2,3,4
,砂石骨料生产工,T009,维护设备润滑系统,Ancillary,0.05,0.35,0.65,0.75,2,4,4
,砂石骨料生产工,T010,执行安全环保合规检查,Ancillary,0.05,0.5,0.7,0.6,3,4,3
,玻璃配料熔化工,T001,执行玻璃原料配比计算,Primary,0.12,0.15,0.85,0.8,2,4,4
,玻璃配料熔化工,T002,监控窑炉温度与熔化状态,Primary,0.12,0.3,0.75,0.7,2,4,4
,玻璃配料熔化工,T003,调整熔制工艺参数,Primary,0.12,0.25,0.8,0.75,2,4,4
,玻璃配料熔化工,T004,执行窑炉日常维护操作,Primary,0.12,0.1,0.4,0.9,1,3,5
,玻璃配料熔化工,T005,处理突发生产异常状况,Primary,0.12,0.05,0.5,0.95,1,3,5
,玻璃配料熔化工,T006,记录生产运行日志数据,Secondary,0.1,0.9,0.95,0.2,5,5,2
,玻璃配料熔化工,T007,检查原料质量与杂质,Secondary,0.1,0.4,0.6,0.6,3,3,3
,玻璃配料熔化工,T008,沟通生产进度与班组交接,Secondary,0.1,0.6,0.5,0.4,3,3,3
,玻璃配料熔化工,T009,整理设备维护档案资料,Ancillary,0.05,0.95,0.9,0.1,5,5,1
,玻璃配料熔化工,T010,协助新员工进行安全培训,Ancillary,0.05,0.3,0.4,0.7,2,3,4
,玻璃及玻璃制品成型工,T001,操作成型设备控制玻璃熔融与塑形,Primary,0.12,0.35,0.75,0.65,2,4,4
,玻璃及玻璃制品成型工,T002,更换与校准玻璃成型模具,Primary,0.12,0.2,0.5,0.8,2,3,4
,玻璃及玻璃制品成型工,T003,监控退火工艺参数并调整炉温,Primary,0.12,0.4,0.85,0.6,3,4,3
,玻璃及玻璃制品成型工,T004,检验成品玻璃外观与尺寸缺陷,Primary,0.12,0.55,0.9,0.45,3,5,3
,玻璃及玻璃制品成型工,T005,维护成型设备运行状态与润滑,Primary,0.12,0.3,0.6,0.7,2,3,4
,玻璃及玻璃制品成型工,T006,记录生产数据与质量报表,Secondary,0.1,0.95,0.98,0.1,5,5,1
,玻璃及玻璃制品成型工,T007,沟通生产异常与协调班组作业,Secondary,0.1,0.4,0.3,0.85,3,2,4
,玻璃及玻璃制品成型工,T008,清理模具残留物与废料,Secondary,0.1,0.25,0.4,0.75,2,3,4
,玻璃及玻璃制品成型工,T009,学习新工艺与优化操作手法,Ancillary,0.05,0.1,0.2,0.9,1,2,5
,玻璃及玻璃制品成型工,T010,整理工具与归位生产物料,Ancillary,0.05,0.8,0.6,0.2,4,3,2
,玻璃加工工,T001,操作切割设备处理玻璃原片,Primary,0.12,0.3,0.85,0.75,2,4,4
,玻璃加工工,T002,执行玻璃磨边与倒角工序,Primary,0.12,0.25,0.8,0.7,2,4,4
,玻璃加工工,T003,监控钢化炉加热与冷却过程,Primary,0.12,0.4,0.7,0.65,3,4,4
,玻璃加工工,T004,实施玻璃表面镀膜工艺,Primary,0.12,0.35,0.75,0.7,2,4,4
,玻璃加工工,T005,检验成品玻璃外观与尺寸精度,Primary,0.12,0.2,0.6,0.8,2,3,4
,玻璃加工工,T006,维护加工机械与更换耗材,Secondary,0.1,0.45,0.5,0.6,3,3,3
,玻璃加工工,T007,记录生产数据与质量报告,Secondary,0.1,0.9,0.95,0.4,5,5,3
,玻璃加工工,T008,协调生产进度与物料调配,Secondary,0.1,0.55,0.65,0.55,3,4,3
,玻璃加工工,T009,清理作业现场与处理废料,Ancillary,0.05,0.6,0.4,0.3,3,3,2
,玻璃加工工,T010,执行安全操作规程与应急处理,Ancillary,0.05,0.15,0.5,0.85,2,3,4
,玻璃制品加工工,T001,操作切割设备处理玻璃原料,Primary,0.12,0.35,0.75,0.65,2,4,4
,玻璃制品加工工,T002,执行退火工艺控制玻璃应力,Primary,0.12,0.4,0.8,0.6,3,4,3
,玻璃制品加工工,T003,实施手工研磨与表面抛光,Primary,0.12,0.2,0.5,0.8,2,3,4
,玻璃制品加工工,T004,进行玻璃表面装饰图案绘制,Primary,0.12,0.3,0.7,0.7,2,4,4
,玻璃制品加工工,T005,检验成品玻璃外观与强度,Primary,0.12,0.45,0.65,0.55,3,4,3
,玻璃制品加工工,T006,维护加工工具与设备状态,Secondary,0.1,0.5,0.6,0.5,3,3,3
,玻璃制品加工工,T007,记录生产数据与质量报告,Secondary,0.1,0.85,0.9,0.3,4,5,2
,玻璃制品加工工,T008,清理工作区域与废料处理,Secondary,0.1,0.6,0.4,0.4,3,3,3
,玻璃制品加工工,T009,协助新员工进行工艺培训,Ancillary,0.05,0.25,0.5,0.75,2,3,4
,玻璃制品加工工,T010,协调生产进度与物料调配,Ancillary,0.05,0.7,0.8,0.3,4,4,2
,电子玻璃制品加工工,T001,操作研磨设备处理电子玻璃表面,Primary,0.12,0.3,0.75,0.65,2,4,4
,电子玻璃制品加工工,T002,执行钢化炉温度与压力参数调控,Primary,0.12,0.4,0.8,0.6,3,4,3
,电子玻璃制品加工工,T003,实施真空镀膜工艺与膜层质量检测,Primary,0.12,0.35,0.7,0.65,2,4,4
,电子玻璃制品加工工,T004,监控生产流程并处理突发设备故障,Primary,0.12,0.25,0.6,0.75,2,3,4
,电子玻璃制品加工工,T005,记录加工数据并编制生产质量报告,Primary,0.12,0.85,0.9,0.4,4,5,3
,电子玻璃制品加工工,T006,检查原材料电子玻璃的初始缺陷,Secondary,0.1,0.45,0.7,0.55,3,4,3
,电子玻璃制品加工工,T007,维护研磨与镀膜设备的日常清洁,Secondary,0.1,0.5,0.6,0.5,3,3,3
,电子玻璃制品加工工,T008,向技术人员反馈生产异常现象,Secondary,0.1,0.3,0.5,0.7,2,3,4
,电子玻璃制品加工工,T009,整理车间废料并执行安全回收流程,Ancillary,0.05,0.6,0.4,0.4,3,3,3
,电子玻璃制品加工工,T010,学习新工艺标准并更新操作规范,Ancillary,0.05,0.7,0.8,0.3,4,4,2
,石英玻璃制品加工工,T001,操作熔制设备控制石英原料高温熔融,Primary,0.12,0.35,0.75,0.65,2,4,4
,石英玻璃制品加工工,T002,执行石英玻璃冷热成型与精细修整,Primary,0.12,0.2,0.6,0.8,2,3,4
,石英玻璃制品加工工,T003,检测成品尺寸精度与光学缺陷,Primary,0.12,0.85,0.9,0.4,4,5,3
,石英玻璃制品加工工,T004,维护熔炉与加工设备运行状态,Primary,0.12,0.4,0.7,0.6,3,4,3
,石英玻璃制品加工工,T005,调配石英原料配比与预处理,Primary,0.12,0.5,0.8,0.5,3,4,3
,石英玻璃制品加工工,T006,记录生产数据与质量追溯档案,Secondary,0.1,0.95,0.95,0.1,5,5,1
,石英玻璃制品加工工,T007,沟通生产异常与协调班组作业,Secondary,0.1,0.3,0.4,0.7,2,3,4
,石英玻璃制品加工工,T008,清理工作区域与处理废弃边角料,Secondary,0.1,0.6,0.5,0.4,3,3,3
,石英玻璃制品加工工,T009,培训新员工掌握基础操作规范,Ancillary,0.05,0.2,0.3,0.8,2,2,4
,石英玻璃制品加工工,T010,查阅技术手册与更新工艺参数,Ancillary,0.05,0.9,0.85,0.2,5,4,2
,玻璃纤维及制品工,T001,操作拉丝设备生产玻璃纤维,Primary,0.12,0.35,0.75,0.65,2,4,4
,玻璃纤维及制品工,T002,执行退解并捻工序,Primary,0.12,0.4,0.7,0.6,3,4,3
,玻璃纤维及制品工,T003,进行织造操作,Primary,0.12,0.3,0.8,0.7,2,4,4
,玻璃纤维及制品工,T004,监控生产质量与设备状态,Primary,0.12,0.5,0.65,0.5,3,4,3
,玻璃纤维及制品工,T005,处理突发断线或设备故障,Primary,0.12,0.15,0.4,0.85,2,3,4
,玻璃纤维及制品工,T006,整理与包装成品纤维制品,Secondary,0.1,0.6,0.5,0.4,3,3,3
,玻璃纤维及制品工,T007,记录生产数据与操作日志,Secondary,0.1,0.85,0.9,0.3,4,5,2
,玻璃纤维及制品工,T008,维护生产设备与更换耗材,Secondary,0.1,0.45,0.55,0.55,3,3,3
,玻璃纤维及制品工,T009,协助团队完成生产计划,Ancillary,0.05,0.7,0.6,0.3,4,3,2
,玻璃纤维及制品工,T010,清理工作区域与废料处理,Ancillary,0.05,0.75,0.4,0.25,4,3,2
,玻璃钢制品工,T001,Execute hand lay-up resin application,Primary,0.12,0.15,0.75,0.8,2,4,4
,玻璃钢制品工,T002,Operate compression molding machinery,Primary,0.12,0.4,0.85,0.6,3,4,3
,玻璃钢制品工,T003,Perform filament winding operations,Primary,0.12,0.3,0.8,0.7,2,4,4
,玻璃钢制品工,T004,Inspect finished composite products,Primary,0.12,0.5,0.7,0.5,3,4,3
,玻璃钢制品工,T005,Maintain safety protocols and equipment,Primary,0.12,0.2,0.65,0.85,2,4,4
,玻璃钢制品工,T006,Prepare raw material mixtures,Secondary,0.1,0.35,0.8,0.65,2,4,4
,玻璃钢制品工,T007,Trim and finish product edges,Secondary,0.1,0.25,0.7,0.75,2,4,4
,玻璃钢制品工,T008,Document production batch records,Secondary,0.1,0.8,0.9,0.2,4,5,2
,玻璃钢制品工,T009,Clean and organize work area,Ancillary,0.05,0.4,0.6,0.5,3,3,3
,玻璃钢制品工,T010,Communicate quality issues to supervisors,Ancillary,0.05,0.7,0.85,0.3,4,4,2
,陶瓷原料准备工,T001,操作球磨机进行原料粉碎,Primary,0.12,0.3,0.75,0.8,2,4,4
,陶瓷原料准备工,T002,检测浆料细度与浓度,Primary,0.12,0.4,0.85,0.7,3,4,4
,陶瓷原料准备工,T003,调配原料配比与制浆,Primary,0.12,0.35,0.7,0.75,2,4,4
,陶瓷原料准备工,T004,维护球磨设备运行状态,Primary,0.12,0.25,0.65,0.85,2,4,4
,陶瓷原料准备工,T005,记录生产数据与质量报告,Primary,0.12,0.8,0.9,0.4,4,5,3
,陶瓷原料准备工,T006,识别原料外观与气味异常,Secondary,0.1,0.2,0.5,0.9,2,3,5
,陶瓷原料准备工,T007,清理作业现场与废料处理,Secondary,0.1,0.45,0.6,0.65,3,3,4
,陶瓷原料准备工,T008,沟通生产进度与异常反馈,Secondary,0.1,0.6,0.7,0.5,3,4,3
,陶瓷原料准备工,T009,协助新员工进行安全培训,Ancillary,0.05,0.3,0.4,0.8,2,3,4
,陶瓷原料准备工,T010,整理岗位操作文档与记录,Ancillary,0.05,0.85,0.8,0.3,4,4,2
,陶瓷成型施釉工,T001,操作压制成型设备制备陶瓷坯体,Primary,0.12,0.35,0.75,0.65,2,4,4
,陶瓷成型施釉工,T002,执行注浆成型工艺控制浆料流动性,Primary,0.12,0.4,0.7,0.6,3,4,3
,陶瓷成型施釉工,T003,手工施釉确保釉层厚度均匀,Primary,0.12,0.2,0.5,0.8,2,3,4
,陶瓷成型施釉工,T004,检查模具状态并清理残留物,Primary,0.12,0.3,0.65,0.7,2,4,4
,陶瓷成型施釉工,T005,记录生产数据并调整工艺参数,Primary,0.12,0.55,0.85,0.45,3,4,3
,陶瓷成型施釉工,T006,识别并剔除表面有缺陷的半成品,Secondary,0.1,0.45,0.6,0.55,3,3,3
,陶瓷成型施釉工,T007,维护成型设备日常运行状态,Secondary,0.1,0.5,0.7,0.5,3,4,3
,陶瓷成型施釉工,T008,协调班组生产进度与物料补给,Secondary,0.1,0.6,0.8,0.4,3,4,3
,陶瓷成型施釉工,T009,整理工作区域并处理废弃物料,Ancillary,0.05,0.75,0.4,0.25,4,3,2
,陶瓷成型施釉工,T010,协助新员工掌握基础成型技巧,Ancillary,0.05,0.25,0.3,0.75,2,2,4
,陶瓷烧成工,T001,执行装窑操作,Primary,0.12,0.25,0.6,0.7,2,3,4
,陶瓷烧成工,T002,监控窑炉温度曲线,Primary,0.12,0.85,0.95,0.9,4,5,5
,陶瓷烧成工,T003,分析烧成质量缺陷,Primary,0.12,0.4,0.75,0.8,3,4,4
,陶瓷烧成工,T004,执行出窑操作,Primary,0.12,0.3,0.55,0.65,2,3,4
,陶瓷烧成工,T005,调整烧成工艺参数,Primary,0.12,0.5,0.8,0.75,3,4,4
,陶瓷烧成工,T006,维护窑炉设备状态,Secondary,0.1,0.35,0.65,0.7,2,4,4
,陶瓷烧成工,T007,记录生产运行数据,Secondary,0.1,0.9,0.95,0.85,5,5,4
,陶瓷烧成工,T008,沟通烧成异常状况,Secondary,0.1,0.2,0.4,0.5,2,3,3
,陶瓷烧成工,T009,清理窑炉内部残留,Ancillary,0.05,0.3,0.5,0.6,2,3,3
,陶瓷烧成工,T010,归档烧成工艺档案,Ancillary,0.05,0.95,0.9,0.8,5,5,4
,陶瓷装饰工,T001,Apply hand-painted designs to ceramic surfaces,Primary,0.12,0.15,0.65,0.8,2,4,4
,陶瓷装饰工,T002,Execute precise transfer printing on curved objects,Primary,0.12,0.2,0.7,0.75,2,4,4
,陶瓷装饰工,T003,Construct and refine ceramic sculptural elements,Primary,0.12,0.1,0.5,0.85,1,3,4
,陶瓷装饰工,T004,Evaluate aesthetic quality and color consistency,Primary,0.12,0.3,0.8,0.7,2,4,4
,陶瓷装饰工,T005,Prepare ceramic substrates for decoration,Primary,0.12,0.25,0.6,0.7,2,3,4
,陶瓷装饰工,T006,Select and mix ceramic glazes and pigments,Secondary,0.1,0.4,0.85,0.6,3,4,3
,陶瓷装饰工,T007,Maintain and calibrate decoration equipment,Secondary,0.1,0.5,0.75,0.5,3,4,3
,陶瓷装饰工,T008,Document production records and quality logs,Secondary,0.1,0.8,0.9,0.4,4,5,3
,陶瓷装饰工,T009,Collaborate with designers on custom patterns,Ancillary,0.05,0.2,0.7,0.85,2,4,4
,陶瓷装饰工,T010,Dispose of hazardous chemical waste safely,Ancillary,0.05,0.6,0.6,0.4,3,3,3
,古建琉璃工,T001,Select and prepare clay materials,Primary,0.12,0.15,0.4,0.85,2,3,4
,古建琉璃工,T002,Shape clay into molds manually,Primary,0.12,0.1,0.35,0.9,1,2,5
,古建琉璃工,T003,Apply glaze to ceramic forms,Primary,0.12,0.2,0.65,0.8,2,4,4
,古建琉璃工,T004,Control kiln firing temperature cycles,Primary,0.12,0.3,0.75,0.7,2,4,4
,古建琉璃工,T005,Inspect finished glazed products for defects,Primary,0.12,0.25,0.55,0.75,2,3,4
,古建琉璃工,T006,Design glaze color formulas,Secondary,0.1,0.4,0.8,0.6,3,4,3
,古建琉璃工,T007,Maintain traditional tooling equipment,Secondary,0.1,0.35,0.5,0.65,2,3,4
,古建琉璃工,T008,Document firing results and adjustments,Secondary,0.1,0.6,0.7,0.4,3,4,3
,古建琉璃工,T009,Clean workspace and dispose of waste,Ancillary,0.05,0.7,0.4,0.3,4,3,2
,古建琉璃工,T010,Consult on restoration material compatibility,Ancillary,0.05,0.2,0.6,0.8,2,3,4
,耐火原料加工成型工,T001,操作破碎设备处理耐火原料,Primary,0.12,0.3,0.75,0.65,2,4,4
,耐火原料加工成型工,T002,执行配料方案并混合原料,Primary,0.12,0.25,0.8,0.7,2,4,4
,耐火原料加工成型工,T003,控制成型机压力与温度参数,Primary,0.12,0.4,0.7,0.6,3,4,3
,耐火原料加工成型工,T004,监控煅烧炉运行状态与温度曲线,Primary,0.12,0.35,0.75,0.65,2,4,4
,耐火原料加工成型工,T005,搬运重型耐火原料至加工区,Primary,0.12,0.15,0.4,0.85,2,3,4
,耐火原料加工成型工,T006,检查成型产品外观与尺寸缺陷,Secondary,0.1,0.5,0.6,0.5,3,3,3
,耐火原料加工成型工,T007,记录生产数据与设备运行日志,Secondary,0.1,0.85,0.9,0.2,4,5,2
,耐火原料加工成型工,T008,维护破碎与成型设备基础部件,Secondary,0.1,0.2,0.5,0.8,2,3,4
,耐火原料加工成型工,T009,协调班组生产进度与安全规范,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,耐火原料加工成型工,T010,清理作业现场残留粉尘与废料,Ancillary,0.05,0.25,0.45,0.75,2,3,4
,耐火材料烧成工,T001,操作窑炉控制系统,Primary,0.12,0.85,0.9,0.75,4,5,4
,耐火材料烧成工,T002,执行码坯与装窑作业,Primary,0.12,0.15,0.4,0.85,2,3,4
,耐火材料烧成工,T003,监控烧成过程与异常,Primary,0.12,0.6,0.8,0.7,3,4,4
,耐火材料烧成工,T004,执行出窑与成品检验,Primary,0.12,0.3,0.5,0.8,2,3,4
,耐火材料烧成工,T005,维护窑炉设备与清理,Primary,0.12,0.2,0.3,0.9,2,2,5
,耐火材料烧成工,T006,记录生产数据与日志,Secondary,0.1,0.95,0.95,0.5,5,5,3
,耐火材料烧成工,T007,协调班组生产进度,Secondary,0.1,0.4,0.6,0.8,3,3,4
,耐火材料烧成工,T008,优化烧成工艺参数,Secondary,0.1,0.7,0.85,0.65,4,4,4
,耐火材料烧成工,T009,执行安全巡检与应急,Ancillary,0.05,0.25,0.4,0.85,2,3,4
,耐火材料烧成工,T010,整理岗位操作文档,Ancillary,0.05,0.9,0.8,0.4,5,4,3
,耐火制品加工工,T001,执行耐火材料浸渍工艺,Primary,0.12,0.3,0.75,0.65,2,4,4
,耐火制品加工工,T002,实施耐火制品切磨加工,Primary,0.12,0.4,0.8,0.6,3,4,3
,耐火制品加工工,T003,完成耐火组件精密组装,Primary,0.12,0.25,0.7,0.75,2,4,4
,耐火制品加工工,T004,监控浸渍液浓度与温度,Primary,0.12,0.85,0.9,0.4,4,5,3
,耐火制品加工工,T005,检验成品耐火制品外观质量,Primary,0.12,0.5,0.65,0.55,3,4,3
,耐火制品加工工,T006,维护切磨设备运行状态,Secondary,0.1,0.6,0.7,0.5,3,4,3
,耐火制品加工工,T007,记录加工过程生产数据,Secondary,0.1,0.95,0.95,0.2,5,5,2
,耐火制品加工工,T008,清理作业现场粉尘与废料,Secondary,0.1,0.7,0.6,0.4,4,3,3
,耐火制品加工工,T009,协助新员工掌握操作规范,Ancillary,0.05,0.1,0.4,0.9,1,3,5
,耐火制品加工工,T010,处理突发设备异常停机,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,耐火纤维制品工,T001,监控成纤设备运行参数,Primary,0.12,0.35,0.85,0.65,2,4,4
,耐火纤维制品工,T002,执行制品成型物理操作,Primary,0.12,0.2,0.4,0.8,2,3,4
,耐火纤维制品工,T003,检验成品质量与包装,Primary,0.12,0.45,0.75,0.55,3,4,3
,耐火纤维制品工,T004,分析生产异常并调整工艺,Primary,0.12,0.3,0.7,0.7,2,4,4
,耐火纤维制品工,T005,维护设备基础运行状态,Primary,0.12,0.25,0.5,0.75,2,3,4
,耐火纤维制品工,T006,记录生产数据与日志,Secondary,0.1,0.9,0.95,0.1,5,5,1
,耐火纤维制品工,T007,沟通生产进度与班组协调,Secondary,0.1,0.4,0.6,0.6,3,3,3
,耐火纤维制品工,T008,整理废弃纤维与清洁现场,Secondary,0.1,0.3,0.3,0.4,2,2,3
,耐火纤维制品工,T009,学习新工艺标准与规范,Ancillary,0.05,0.8,0.85,0.2,4,4,2
,耐火纤维制品工,T010,协助新员工进行安全培训,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,炭素煅烧工,T001,操作煅烧炉,Primary,0.12,0.35,0.75,0.65,2,4,4
,炭素煅烧工,T002,控制煅烧工艺,Primary,0.12,0.4,0.8,0.6,3,4,3
,炭素煅烧工,T003,执行配料作业,Primary,0.12,0.3,0.7,0.7,2,4,4
,炭素煅烧工,T004,监控炉内状态,Primary,0.12,0.45,0.85,0.55,3,4,3
,炭素煅烧工,T005,执行排料作业,Primary,0.12,0.3,0.65,0.7,2,4,4
,炭素煅烧工,T006,分析原料质量,Secondary,0.1,0.5,0.7,0.5,3,4,3
,炭素煅烧工,T007,维护设备运行,Secondary,0.1,0.25,0.6,0.75,2,3,4
,炭素煅烧工,T008,记录生产数据,Secondary,0.1,0.8,0.9,0.2,4,5,2
,炭素煅烧工,T009,处理突发异常,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,炭素煅烧工,T010,执行安全巡检,Ancillary,0.05,0.35,0.65,0.65,2,4,4
,炭素成型工,T001,执行原料配料与混捏操作,Primary,0.12,0.35,0.75,0.65,2,4,4
,炭素成型工,T002,监控压型设备运行参数,Primary,0.12,0.45,0.8,0.55,3,4,3
,炭素成型工,T003,实施炭素成型模具调整,Primary,0.12,0.25,0.6,0.75,2,3,4
,炭素成型工,T004,检测成型产品物理性能,Primary,0.12,0.5,0.7,0.5,3,4,3
,炭素成型工,T005,处理成型过程中的突发故障,Primary,0.12,0.15,0.4,0.85,2,3,4
,炭素成型工,T006,记录生产批次与质量数据,Secondary,0.1,0.85,0.9,0.15,4,5,2
,炭素成型工,T007,维护成型设备日常清洁,Secondary,0.1,0.4,0.5,0.6,3,3,3
,炭素成型工,T008,优化混捏工艺参数,Secondary,0.1,0.3,0.7,0.7,2,4,4
,炭素成型工,T009,协助新员工进行技能培训,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,炭素成型工,T010,整理生产现场安全文档,Ancillary,0.05,0.9,0.85,0.1,5,4,1
,炭素焙烧工,T001,装填炭素原料至焙烧炉,Primary,0.12,0.15,0.4,0.85,2,3,4
,炭素焙烧工,T002,监控焙烧炉温度与压力参数,Primary,0.12,0.85,0.95,0.9,4,5,5
,炭素焙烧工,T003,调节填充料配比与装炉密度,Primary,0.12,0.3,0.65,0.7,2,4,4
,炭素焙烧工,T004,执行出炉操作与成品搬运,Primary,0.12,0.1,0.35,0.9,1,2,5
,炭素焙烧工,T005,记录生产数据与填写操作日志,Primary,0.12,0.9,0.98,0.8,5,5,4
,炭素焙烧工,T006,检查焙烧炉密封性与设备状态,Secondary,0.1,0.4,0.7,0.6,3,4,3
,炭素焙烧工,T007,处理突发设备故障与异常报警,Secondary,0.1,0.2,0.5,0.8,2,3,4
,炭素焙烧工,T008,清理炉内残留物与废料,Secondary,0.1,0.25,0.45,0.75,2,3,4
,炭素焙烧工,T009,与班组长沟通生产进度与质量,Ancillary,0.05,0.6,0.7,0.5,3,4,3
,炭素焙烧工,T010,维护个人安全防护装备,Ancillary,0.05,0.1,0.2,0.9,1,2,5
,炭素浸渍工,T001,操作预热设备处理炭素原料,Primary,0.12,0.3,0.75,0.7,2,4,4
,炭素浸渍工,T002,执行浸渍罐真空加压操作,Primary,0.12,0.25,0.8,0.75,2,4,4
,炭素浸渍工,T003,监控浸渍液渗透深度与质量,Primary,0.12,0.4,0.65,0.6,3,4,3
,炭素浸渍工,T004,执行浸渍后物料出罐作业,Primary,0.12,0.35,0.7,0.65,2,4,4
,炭素浸渍工,T005,分析浸渍工艺参数异常原因,Primary,0.12,0.5,0.6,0.55,3,3,3
,炭素浸渍工,T006,检查浸渍罐密封性与设备状态,Secondary,0.1,0.2,0.85,0.8,2,4,4
,炭素浸渍工,T007,记录浸渍过程关键工艺数据,Secondary,0.1,0.8,0.9,0.4,4,5,3
,炭素浸渍工,T008,维护浸渍设备日常运行状态,Secondary,0.1,0.3,0.75,0.7,2,4,4
,炭素浸渍工,T009,清理浸渍作业现场残留物,Ancillary,0.05,0.45,0.6,0.55,3,3,3
,炭素浸渍工,T010,沟通协作处理突发浸渍故障,Ancillary,0.05,0.15,0.5,0.85,2,3,4
,石墨化工,T001,装填电阻料至石墨化炉,Primary,0.12,0.2,0.65,0.75,2,4,4
,石墨化工,T002,监控并调节送电控制参数,Primary,0.12,0.85,0.95,0.9,4,5,5
