occupation_code,occupation_name,isco08_code,major_category,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity
4-08-08-29,桌面游戏设计师S,2166,2,0.4085,0.6225,0.6475,3,3,4,0.4085,0,75,20,65
4-08-09-01,商业摄影师,2166,2,0.3765,0.668,0.614,3,4,3,0.3765,0,72,25,65
4-08-09-02,冲印师,3941,3,0.4065,0.706,0.6645,3,4,4,0.4065,0,55,30,45
4-08-10-01,陶瓷工艺师,2149,2,0.3695,0.645,0.6305,2,4,4,0.3695,0,75,40,60
4-08-10-02,化工生产现场技术员,3122,3,0.3155,0.7045,0.675,2,4,4,0.3155,0,72,45,65
4-09-01-01,河道修防工,7131,7,0.4475,0.723,0.6965,3,4,4,0.4475,0,65,85,40
4-09-01-02,水工混凝土维修工,7126,7,0.443,0.6825,0.587,3,4,3,0.443,0,65,75,40
4-09-01-03,水工土石维修工,7119,7,0.4125,0.7285,0.7135,3,4,4,0.4125,0,65,85,40
4-09-01-04,水工监测工,3126,3,0.481,0.696,0.655,3,4,4,0.481,0,65,35,60
4-09-01-05,水工闸门运行工,3313,3,0.4795,0.717,0.5205,3,4,3,0.4795,0,65,45,60
4-09-02-01,水文勘测工,3126,3,0.485,0.6695,0.636,3,4,4,0.485,0,65,45,60
4-09-02-02,水文勘测船工,5131,5,0.398,0.6775,0.608,3,4,3,0.398,0,65,45,60
4-09-03-01,水土保持员L,3140,3,0.3395,0.604,0.7555,2,3,4,0.3395,0,65,45,70
4-09-04-00,灌区管理工,8331,8,0.6165,0.7381,0.786,3,4,4,0.6165,0,55,45,60
4-09-05-01,自然保护区巡护监测员L,3126,3,0.354,0.5795,0.651,2,3,4,0.354,0,65,75,60
4-09-05-02,草地监护员L,6130,6,0.4355,0.7035,0.6975,3,4,4,0.4355,0,65,75,40
4-09-06-01,野生动物保护员L,3126,3,0.455,0.6535,0.617,3,4,3,0.455,0,65,45,60
4-09-06-02,野生植物保护员L,3126,3,0.3985,0.6825,0.671,3,4,4,0.3985,0,65,75,60
4-09-06-03,标本员,3941,3,0.262,0.5845,0.728,2,3,4,0.262,0,65,45,40
4-09-06-04,展出动物保育员,5120,5,0.363,0.7165,0.658,2,4,4,0.363,0,65,45,70
4-09-07-01,污水处理工L,3122,3,0.417,0.678,0.583,3,4,3,0.417,0,55,45,40
4-09-07-02,工业固体废物处理处置工L,7139,7,0.4535,0.7055,0.6055,3,4,3,0.4535,0,65,75,40
4-09-07-03,危险废物处理工L,7131,7,0.436,0.7325,0.579,3,4,3,0.436,0,65,75,40
4-09-07-04,碳排放管理员L,2149,2,0.4645,0.7265,0.635,3,4,4,0.4645,0,72,25,68
4-09-07-05,碳汇计量评估师L/S,2149,2,0.408,0.617,0.604,3,3,3,0.408,0,75,35,65
4-09-07-06,建筑节能减排咨询师,2149,2,0.487,0.6715,0.564,3,4,3,0.487,0,75,20,70
4-09-08-01,保洁员L,5151,5,0.4325,0.5975,0.5295,3,3,3,0.4325,0,35,75,40
4-09-08-02,生活垃圾清运工L,9111,9,0.528,0.7155,0.472,3,4,3,0.528,0,45,85,60
4-09-08-03,生活垃圾处理工L,7131,7,0.554,0.704,0.535,3,4,3,0.554,0,55,60,45
4-09-09-00,有害生物防制员L,7139,7,0.471,0.7685,0.66,3,4,4,0.471,0,65,45,70
4-09-10-01,园林绿化工L,6130,6,0.4785,0.7305,0.5595,3,4,3,0.4785,0,45,75,30
4-09-10-02,草坪园艺师,6130,6,0.4025,0.662,0.5775,3,4,3,0.4025,0,55,60,45
4-09-10-03,盆景师,7412,7,0.385,0.663,0.69,3,4,4,0.385,0,65,40,55
4-09-10-04,假山工,7112,7,0.3845,0.57,0.6155,3,3,3,0.3845,0,65,85,40
4-09-10-05,插花花艺师,5143,5,0.4375,0.736,0.6435,3,4,4,0.4375,0,65,15,70
4-10-01-01,婴幼儿发展引导员,4311,4,0.4765,0.661,0.6175,3,4,3,0.4765,0,65,35,70
4-10-01-03,保育师,5342,5,0.2475,0.507,0.638,2,3,4,0.2475,0,55,45,60
4-10-01-04,孤残儿童护理员,5342,5,0.354,0.6265,0.739,2,4,4,0.354,0,65,45,70
4-10-01-05,养老护理员,5321,5,0.3385,0.5735,0.759,2,3,4,0.3385,0,65,75,70
4-10-01-06,家政服务员,5133,5,0.391,0.7015,0.6225,3,4,3,0.391,0,45,60,75
4-10-02-01,裁缝,7412,7,0.419,0.6345,0.5695,3,4,3,0.419,0,65,40,70
4-10-02-02,洗衣师,5120,5,0.469,0.647,0.745,3,4,4,0.469,0,45,35,60
4-10-02-03,染色师,7412,7,0.5075,0.6575,0.5075,3,4,3,0.5075,0,65,40,30
4-10-02-04,皮革护理师,7412,7,0.5025,0.6685,0.5775,3,4,3,0.5025,0,65,40,70
4-10-02-05,织补师,7412,7,0.354,0.5175,0.634,2,3,4,0.354,0,65,40,70
4-10-03-01,美容师,5122,5,0.4325,0.6665,0.5675,3,4,3,0.4325,0,65,40,70
4-10-03-02,美发师,5133,5,0.3695,0.7655,0.6745,2,4,4,0.3695,0,65,45,70
4-10-03-03,美甲师,5133,5,0.399,0.5985,0.639,3,3,4,0.399,0,65,15,70
4-10-03-04,浴池服务员,5130,5,0.358,0.6255,0.577,2,4,3,0.358,0,45,60,55
4-10-03-05,修脚师,5121,5,0.5245,0.6885,0.62,3,4,3,0.5245,0,65,15,70
4-10-04-01,保健调理师,3257,3,0.51,0.68,0.518,3,4,3,0.51,0,65,45,70
4-10-04-02,保健按摩师,3257,3,0.4665,0.7375,0.5625,3,4,3,0.4665,0,65,45,70
4-10-04-03,芳香保健师,5120,5,0.373,0.6395,0.663,2,4,4,0.373,0,65,45,70
4-10-05-01,婚介师,2422,2,0.379,0.707,0.6505,3,4,4,0.379,0,72,10,85
4-10-05-02,婚礼策划师,2431,2,0.3825,0.5955,0.587,3,3,3,0.3825,0,75,30,80
4-10-05-03,婚姻家庭咨询师,2422,2,0.317,0.5725,0.683,2,3,4,0.317,0,75,10,85
4-10-06-01,殡仪服务员,5322,5,0.423,0.5975,0.583,3,3,3,0.423,0,65,45,70
4-10-06-02,遗体防腐整容师,3431,3,0.2645,0.5375,0.7075,2,3,4,0.2645,0,72,45,60
4-10-06-03,遗体火化师,3322,3,0.425,0.7305,0.58,3,4,3,0.425,0,65,45,70
4-10-06-04,公墓管理员,5140,5,0.3495,0.6005,0.6615,2,3,4,0.3495,0,55,40,65
4-10-07-01,宠物健康护理员,4412,4,0.384,0.69,0.6715,3,4,4,0.384,0,65,45,70
4-10-07-02,宠物驯导师,4441,4,0.4085,0.5995,0.688,3,3,4,0.4085,0,65,35,70
4-10-07-03,宠物美容师,5149,5,0.3955,0.685,0.604,3,4,3,0.3955,0,65,45,70
4-10-08-01,网约配送员,9412,9,0.4685,0.7155,0.556,3,4,3,0.4685,0,45,75,60
4-10-08-02,汽车代驾员,8341,3,0.467,0.737,0.7095,3,4,4,0.467,0,65,15,70
4-11-01-01,供电服务员,4321,4,0.5915,0.6946,0.6475,3,4,4,0.5915,0,55,35,75
4-11-01-02,电力交易员,2413,2,0.647,0.776,0.548,4,4,3,0.647,0,85,10,75
4-11-01-03,综合能源服务员L,3139,3,0.457,0.7365,0.611,3,4,3,0.457,0,68,25,72
4-11-02-00,燃气供应服务员,5131,5,0.471,0.732,0.529,3,4,3,0.471,0,45,35,60
4-11-03-01,水供应服务员,4319,4,0.5215,0.745,0.5365,3,4,3,0.5215,0,55,40,75
4-11-03-02,村镇供水员,7133,7,0.3415,0.558,0.6585,2,3,4,0.3415,0,55,60,75
4-12-01-01,汽车维修工,7412,7,0.5445,0.7045,0.5425,3,4,3,0.5445,0,65,75,40
4-12-01-02,摩托车修理工,7412,7,0.509,0.704,0.5745,3,4,3,0.509,0,65,75,40
4-12-01-03,电池及电池系统维修保养师L,7412,7,0.4245,0.6205,0.5585,3,3,3,0.4245,0,68,45,65
4-12-02-01,计算机维修工,3513,3,0.5215,0.6435,0.6695,3,4,4,0.5215,0,65,45,70
4-12-02-02,办公设备维修工,7412,7,0.4315,0.6605,0.667,3,4,4,0.4315,0,65,45,60
4-12-02-03,信息通信网络终端维修员S,3133,3,0.4845,0.7525,0.706,3,4,4,0.4845,0,65,35,70
4-12-03-01,家用电器产品维修工,7412,7,0.5705,0.68,0.444,3,4,3,0.5705,0,65,45,70
4-12-03-02,家用电子产品维修工,7412,7,0.444,0.695,0.586,3,4,3,0.444,0,65,45,70
4-12-04-01,自行车与电动自行车维修工,7412,7,0.413,0.66,0.6505,3,4,4,0.413,0,55,45,60
4-12-04-02,修鞋工,7412,7,0.398,0.52,0.56,3,3,3,0.398,0,45,60,30
4-12-04-03,钟表维修工,7412,7,0.3035,0.527,0.6965,2,3,4,0.3035,0,65,45,30
4-12-04-04,锁具修理工,7412,7,0.4845,0.7435,0.5415,3,4,3,0.4845,0,65,45,70
4-12-04-05,燃气具安装维修工,7412,7,0.373,0.722,0.619,2,4,3,0.373,0,65,45,70
4-12-04-06,照相器材维修工,7412,7,0.3815,0.595,0.6355,3,3,4,0.3815,0,65,45,30
4-12-05-01,乐器维修工,7412,7,0.4405,0.652,0.574,3,4,3,0.4405,0,65,40,30
4-12-05-02,钢琴调律师,7412,7,0.5975,0.742,0.481,3,4,3,0.5975,0,65,15,70
4-12-06-00,印章制作工,7412,7,0.5115,0.6885,0.5005,3,4,3,0.5115,0,65,40,70
4-13-01-01,群众文化指导员,3423,3,0.4865,0.7255,0.5885,3,4,3,0.4865,0,65,25,70
4-13-01-02,礼仪主持人,3331,3,0.285,0.663,0.5915,2,4,3,0.285,0,72,25,85
4-13-01-03,讲解员,4241,4,0.2935,0.5265,0.5565,2,3,3,0.2935,0,65,25,85
4-13-01-04,文化经纪人,2413,2,0.4975,0.709,0.5795,3,4,3,0.4975,0,75,20,80
4-13-01-05,全媒体运营师S,2413,2,0.558,0.733,0.61,3,4,3,0.558,0,72,10,85
4-13-01-06,版权服务师,2411,2,0.4305,0.7295,0.5695,3,4,3,0.4305,0,75,10,80
4-13-01-07,档案数字化管理师S,4331,4,0.365,0.713,0.641,2,4,4,0.365,0,65,15,70
4-13-01-08,图书馆服务员,4331,4,0.4805,0.716,0.605,3,4,3,0.4805,0,45,35,60
4-13-02-01,影视置景制作员,7126,7,0.247,0.606,0.78,2,3,4,0.247,0,65,75,60
4-13-02-02,动画制作员,2166,2,0.493,0.641,0.5405,3,4,3,0.493,0,72,25,45
4-13-02-03,影视烟火特效员,7412,7,0.333,0.642,0.656,2,4,4,0.333,0,72,45,60
4-13-02-04,电影洗印员,3941,3,0.3395,0.742,0.673,2,4,4,0.3395,0,55,40,30
4-13-02-05,电影放映员,5141,5,0.275,0.67,0.8125,2,4,4,0.275,0,45,30,60
4-13-02-06,音响调音员,3431,3,0.4785,0.6665,0.5535,3,4,3,0.4785,0,72,35,65
4-13-02-07,照明工,7413,7,0.363,0.624,0.637,2,3,4,0.363,0,65,45,60
4-13-02-08,影视服装员,3431,3,0.3985,0.652,0.5405,3,4,3,0.3985,0,65,35,70
4-13-02-09,电视摄像员,2634,2,0.418,0.6735,0.643,3,4,4,0.418,0,65,45,60
4-13-03-01,考古探掘工,7126,7,0.223,0.5535,0.716,2,3,4,0.223,0,65,45,70
4-13-03-02,文物修复师,2149,2,0.3065,0.599,0.7435,2,3,4,0.3065,0,75,40,65
4-13-04-01,在线学习服务师,2424,2,0.6075,0.761,0.544,3,4,3,0.6075,0,68,10,75
4-13-04-02,国防教育辅导员,2424,2,0.5395,0.713,0.5375,3,4,3,0.5395,0,72,25,78
4-13-04-03,家庭教育指导师,2424,2,0.362,0.6455,0.638,2,4,4,0.362,0,75,20,80
4-13-04-04,研学旅行指导师,4319,4,0.465,0.6275,0.507,3,4,3,0.465,0,72,45,80
4-14-01-01,医疗临床辅助服务员,5322,5,0.453,0.6665,0.5485,3,4,3,0.453,0,55,35,65
4-14-01-02,医疗护理员,5321,5,0.2935,0.5745,0.7065,2,3,4,0.2935,0,55,60,65
4-14-01-03,健康照护师,5321,5,0.3755,0.6355,0.6245,3,4,3,0.3755,0,65,45,70
4-14-01-04,呼吸治疗师,3251,3,0.359,0.598,0.641,2,3,4,0.359,0,75,30,65
4-14-02-01,营养师,2222,2,0.414,0.7235,0.586,3,4,3,0.414,0,75,10,80
4-14-02-02,健康管理师,2222,2,0.3235,0.701,0.6845,2,4,4,0.3235,0,72,20,75
4-14-02-03,生殖健康咨询师,2422,2,0.505,0.756,0.655,3,4,4,0.505,0,72,10,85
4-14-02-04,出生缺陷防控咨询师,2422,2,0.3695,0.705,0.6305,2,4,4,0.3695,0,85,10,80
4-14-02-05,老年人能力评估师,2222,2,0.3945,0.6505,0.619,3,4,3,0.3945,0,72,25,68
4-14-03-01,助听器验配师,3257,3,0.4655,0.7565,0.5345,3,4,3,0.4655,0,72,25,68
4-14-03-02,口腔修复体制作师,3212,3,0.2885,0.7115,0.7115,2,4,4,0.2885,0,72,45,60
4-14-03-03,眼镜验光师,2262,2,0.464,0.6705,0.62,3,4,3,0.464,0,72,25,68
4-14-03-04,眼镜定配工,7412,7,0.5145,0.722,0.4915,3,4,3,0.5145,0,65,15,70
4-14-03-05,听觉口语师,2222,2,0.376,0.6895,0.6005,3,4,3,0.376,0,75,20,85
4-14-03-06,康复辅助技术咨询师,3257,3,0.3825,0.723,0.64,3,4,4,0.3825,0,72,25,68
4-14-03-07,康复治疗师,2262,2,0.45,0.6285,0.5695,3,4,3,0.45,0,72,45,68
4-14-04-01,防疫员,3222,3,0.4985,0.6915,0.605,3,4,3,0.4985,0,65,45,70
4-14-04-02,消毒员,5131,5,0.263,0.654,0.727,2,4,4,0.263,0,55,40,60
4-14-04-03,公共场所卫生管理员,3412,3,0.399,0.6745,0.618,3,4,3,0.399,0,65,35,70
4-14-04-04,社群健康助理员,5342,5,0.322,0.7065,0.716,2,4,4,0.322,0,55,35,75
4-14-05-01,社会体育指导员,4311,4,0.3565,0.5875,0.59,2,3,3,0.3565,0,65,45,70
4-14-05-02,体育场馆管理员,4331,4,0.422,0.674,0.638,3,4,4,0.422,0,55,40,65
4-14-05-03,游泳救生员,4341,4,0.4015,0.527,0.679,3,3,4,0.4015,0,65,85,40
4-14-05-04,康乐服务员,5223,5,0.463,0.633,0.6625,3,4,4,0.463,0,45,35,65
4-14-05-05,体育经纪人,2424,2,0.51,0.729,0.65,3,4,4,0.51,0,75,20,80
4-14-05-06,电子竞技运营师,2424,2,0.4605,0.744,0.575,3,4,3,0.4605,0,72,25,68
4-14-05-07,电子竞技员S,4414,4,0.4385,0.76,0.691,3,4,4,0.4385,0,85,40,60
4-14-06-01,森林园林康养师,3422,3,0.42,0.6975,0.592,3,4,3,0.42,0,65,45,70
4-14-06-02,民宿管家,5331,5,0.4185,0.714,0.568,3,4,3,0.4185,0,65,25,75
5-01-01-01,种子繁育员,6130,6,0.452,0.7385,0.612,3,4,3,0.452,0,65,45,30
5-01-01-02,种苗繁育员,6130,6,0.4565,0.617,0.5435,3,3,3,0.4565,0,65,45,30
5-01-02-01,农艺工,6130,6,0.42,0.7955,0.649,3,4,4,0.42,0,65,75,40
5-01-02-02,园艺工,6130,6,0.307,0.626,0.693,2,4,4,0.307,0,45,75,30
5-01-02-03,食用菌生产工,6130,6,0.2755,0.6755,0.709,2,4,4,0.2755,0,45,35,20
5-01-02-04,热带作物栽培工,6130,6,0.391,0.716,0.6,3,4,3,0.391,0,45,85,30
5-01-02-05,中药材种植员,6130,6,0.365,0.637,0.663,2,4,4,0.365,0,65,45,30
5-02-01-00,林草种苗工L,6130,6,0.436,0.6965,0.595,3,4,3,0.436,0,55,60,45
5-02-02-00,造林更新工L,6130,6,0.359,0.638,0.646,2,4,4,0.359,0,55,85,40
5-02-03-01,护林员L,5111,5,0.3535,0.672,0.684,2,4,4,0.3535,0,45,85,40
5-02-03-02,森林抚育工L,6130,6,0.3455,0.704,0.6515,2,4,4,0.3455,0,45,85,30
5-02-04-01,林木采伐工,8314,8,0.301,0.6475,0.691,2,4,4,0.301,0,45,92,35
5-02-04-02,集材作业工,8312,8,0.3475,0.6865,0.7095,2,4,4,0.3475,0,45,85,30
5-02-04-03,木材水运工,8312,8,0.409,0.683,0.6715,3,4,4,0.409,0,45,85,30
5-03-01-01,家畜繁殖员,6130,6,0.436,0.7285,0.578,3,4,3,0.436,0,65,45,30
5-03-01-02,家禽繁殖员,6130,6,0.4305,0.6775,0.6725,3,4,4,0.4305,0,55,45,30
5-03-02-01,家畜饲养员,6331,6,0.36,0.736,0.67,2,4,4,0.36,0,45,75,30
5-03-02-02,家禽饲养员,6321,6,0.4475,0.7275,0.5525,3,4,3,0.4475,0,45,75,30
5-03-03-01,经济昆虫养殖员,6130,6,0.405,0.6825,0.6475,3,4,4,0.405,0,55,40,45
5-03-03-02,实验动物养殖员,3413,3,0.4175,0.6835,0.5945,3,4,3,0.4175,0,65,45,70
5-03-03-03,特种动物养殖员,6321,6,0.4425,0.7445,0.5575,3,4,3,0.4425,0,65,45,30
5-04-01-01,水生动物苗种繁育工,6130,6,0.384,0.6115,0.586,3,3,3,0.384,0,65,45,30
5-04-01-02,水生植物苗种培育工,6130,6,0.44,0.638,0.586,3,4,3,0.44,0,45,35,20
5-04-02-01,水生动物饲养工,6130,6,0.4815,0.7035,0.5975,3,4,3,0.4815,0,55,60,40
5-04-02-02,水生植物栽培工,6130,6,0.5025,0.6905,0.669,3,4,4,0.5025,0,45,75,30
5-04-02-03,水产养殖潜水工,8332,8,0.335,0.6045,0.71,2,3,4,0.335,0,45,92,30
5-04-03-01,水产捕捞工,9321,9,0.4335,0.678,0.5875,3,4,3,0.4335,0,65,85,40
5-04-03-02,渔业船员,5322,5,0.3745,0.6305,0.6495,2,4,4,0.3745,0,65,85,60
5-04-03-03,渔网具工,7413,7,0.409,0.6745,0.59,3,4,3,0.409,0,45,60,30
5-05-01-01,农业技术员,3113,3,0.4075,0.634,0.5975,3,4,3,0.4075,0,65,40,70
5-05-01-02,农业经理人L,1342,1,0.4945,0.639,0.5055,3,4,3,0.4945,0,72,25,68
5-05-01-03,农业数字化技术员L/S,3140,3,0.4405,0.737,0.757,3,4,4,0.4405,0,68,35,72
5-05-02-01,农作物植保员L,6130,6,0.3445,0.7095,0.699,2,4,4,0.3445,0,65,45,60
5-05-02-02,林业有害生物防治员L,6130,6,0.399,0.6815,0.5985,3,4,3,0.399,0,65,45,60
5-05-02-03,动物疫病防治员,3222,3,0.4135,0.7485,0.612,3,4,3,0.4135,0,65,45,70
5-05-02-04,动物检疫检验员,3231,3,0.4345,0.691,0.568,3,4,3,0.4345,0,65,35,70
5-05-02-05,水生物病害防治员,3126,3,0.2735,0.5695,0.7265,2,3,4,0.2735,0,65,35,60
5-05-02-06,水生物检疫检验员,3126,3,0.349,0.598,0.651,2,3,4,0.349,0,72,35,65
5-05-03-01,沼气工L,7123,7,0.4615,0.668,0.5385,3,4,3,0.4615,0,65,75,40
5-05-03-02,农村节能员L,7412,7,0.406,0.7125,0.652,3,4,4,0.406,0,55,45,65
5-05-03-03,太阳能利用工L,7412,7,0.4415,0.699,0.6595,3,4,4,0.4415,0,65,75,40
5-05-03-04,微水电利用工L,7413,7,0.402,0.663,0.635,3,4,4,0.402,0,45,75,30
5-05-03-05,小风电利用工L,7413,7,0.458,0.7055,0.664,3,4,4,0.458,0,65,75,60
5-05-04-00,农村环境保护工L,5130,5,0.3285,0.643,0.698,2,4,4,0.3285,0,45,75,60
5-05-05-01,农机驾驶操作员,8331,6,0.3755,0.647,0.6725,3,4,4,0.3755,0,55,60,40
5-05-05-02,农机修理工,7412,7,0.4175,0.614,0.662,3,3,4,0.4175,0,65,75,45
5-05-05-03,农机服务经纪人,4339,4,0.384,0.67,0.676,3,4,4,0.384,0,65,30,70
5-05-06-01,园艺产品加工工,9319,9,0.4235,0.6875,0.609,3,4,3,0.4235,0,45,60,30
5-05-06-02,棉花加工工,8140,5,0.4845,0.758,0.5155,3,4,3,0.4845,0,45,75,30
5-05-06-03,热带作物初制工,9321,9,0.44,0.6775,0.605,3,4,3,0.44,0,45,60,30
5-05-06-04,植物原料制取工,8130,8,0.3735,0.6155,0.6145,2,3,3,0.3735,0,55,45,30
5-05-06-05,竹藤师,7412,7,0.3855,0.5505,0.559,3,3,3,0.3855,0,65,15,70
5-05-06-06,经济昆虫产品加工工,8140,5,0.566,0.7195,0.4485,3,4,3,0.566,0,45,35,40
5-05-06-07,水产品原料处理工,9321,9,0.431,0.739,0.625,3,4,4,0.431,0,45,75,30
6-01-01-01,制米工,8131,8,0.344,0.7035,0.6635,2,4,4,0.344,0,45,60,30
6-01-01-02,制粉工,8130,8,0.436,0.7495,0.6805,3,4,4,0.436,0,55,40,30
6-01-01-03,制油工,8130,8,0.459,0.764,0.603,3,4,3,0.459,0,65,45,30
6-01-02-00,饲料加工工,8140,8,0.4555,0.7531,0.668,3,4,4,0.4555,0,45,35,30
6-01-03-00,食糖制造工,8130,8,0.5425,0.7771,0.6335,3,4,4,0.5425,0,55,40,45
6-01-04-01,畜禽屠宰加工工,9321,9,0.415,0.646,0.617,3,4,3,0.415,0,45,85,30
6-01-04-02,畜禽副产品加工工,9321,9,0.4305,0.669,0.634,3,4,4,0.4305,0,45,60,30
6-01-04-03,肉制品加工工,9321,9,0.426,0.733,0.574,3,4,3,0.426,0,45,35,20
6-01-04-04,蛋类制品加工工,9414,9,0.5485,0.7531,0.4515,3,4,3,0.5485,0,45,60,30
6-01-05-01,水产品加工工,9321,9,0.589,0.7585,0.4905,3,4,3,0.589,0,45,75,30
6-01-05-02,水产制品精制工,3126,3,0.318,0.7135,0.643,2,4,4,0.318,0,65,35,40
6-01-06-00,果蔬坚果加工工,9319,9,0.616,0.714,0.6365,3,4,4,0.616,0,45,60,30
6-01-07-01,淀粉及淀粉糖制造工,8130,8,0.381,0.753,0.624,3,4,3,0.381,0,65,45,30
6-01-07-02,植物蛋白制作工,8130,8,0.4685,0.718,0.651,3,4,4,0.4685,0,55,40,30
6-01-07-03,豆制品制作工,9412,9,0.4225,0.689,0.5925,3,4,3,0.4225,0,45,60,30
6-02-01-01,糕点面包烘焙工,7413,7,0.4035,0.705,0.6065,3,4,3,0.4035,0,45,60,30
6-02-01-02,糕点装饰师,5123,5,0.3525,0.527,0.652,2,3,4,0.3525,0,65,15,70
6-02-02-01,糖果巧克力制造工,8130,8,0.461,0.675,0.539,3,4,3,0.461,0,45,35,30
6-02-02-02,果脯蜜饯加工工,9321,9,0.5035,0.699,0.5115,3,4,3,0.5035,0,45,60,30
6-02-03-01,米面主食制作工,9413,9,0.5635,0.7595,0.4365,3,4,3,0.5635,0,45,60,30
6-02-03-02,冷冻食品制作工,9321,9,0.374,0.7575,0.6335,2,4,4,0.374,0,45,40,30
6-02-03-03,罐头食品加工工,9321,9,0.5285,0.745,0.6865,3,4,4,0.5285,0,45,60,30
6-02-04-01,乳品加工工,8140,8,0.415,0.77,0.621,3,4,3,0.415,0,55,40,30
6-02-04-02,乳品评鉴师,2149,2,0.3795,0.7145,0.7705,3,4,4,0.3795,0,72,25,65
6-02-05-01,味精制造工,3113,3,0.298,0.704,0.679,2,4,4,0.298,0,65,35,40
6-02-05-02,酱油酱类制作工,8133,8,0.473,0.635,0.584,3,4,3,0.473,0,45,55,30
6-02-05-03,食醋制作工,8133,8,0.415,0.669,0.6465,3,4,4,0.415,0,55,40,30
6-02-05-04,精制制盐工,8130,8,0.3675,0.7,0.6255,2,4,4,0.3675,0,45,60,30
6-02-05-05,酶制剂制造工,3113,3,0.328,0.6775,0.706,2,4,4,0.328,0,65,35,40
6-02-05-06,柠檬酸制造工,3113,3,0.5835,0.745,0.765,3,4,4,0.5835,0,65,35,40
6-02-05-07,调味品品评师,2149,2,0.4085,0.6595,0.5915,3,4,3,0.4085,0,72,25,68
6-02-06-01,酿酒师,2149,2,0.3905,0.7205,0.6635,3,4,4,0.3905,0,75,20,65
6-02-06-02,酒精酿造工,8130,8,0.429,0.7045,0.659,3,4,4,0.429,0,65,45,30
6-02-06-03,白酒酿造工,8130,8,0.4515,0.681,0.551,3,4,3,0.4515,0,65,45,30
6-02-06-04,啤酒酿造工,8130,8,0.4045,0.6825,0.666,3,4,4,0.4045,0,65,45,60
6-02-06-05,黄酒酿造工,8133,8,0.4505,0.704,0.5495,3,4,3,0.4505,0,65,45,30
6-02-06-06,果露酒酿造工,7412,7,0.418,0.7325,0.582,3,4,3,0.418,0,65,45,30
6-02-06-07,品酒师,2149,2,0.3545,0.7285,0.6965,2,4,4,0.3545,0,75,20,65
6-02-06-08,麦芽制麦工,8134,8,0.356,0.617,0.628,2,3,4,0.356,0,55,45,30
6-02-06-09,饮料制作工,9321,9,0.3655,0.752,0.622,2,4,3,0.3655,0,45,60,30
6-02-06-10,茶叶加工工,8141,8,0.4215,0.7105,0.5385,3,4,3,0.4215,0,55,45,30
6-02-06-11,评茶师,2149,2,0.36,0.731,0.64,2,4,4,0.36,0,75,20,65
6-02-06-12,酒体设计师,2149,2,0.456,0.781,0.591,3,4,3,0.456,0,75,20,65
6-03-01-01,烟叶调制员,6130,6,0.494,0.732,0.586,3,4,3,0.494,0,65,45,30
6-03-01-02,烟叶评级员,3123,3,0.4445,0.7455,0.5925,3,4,3,0.4445,0,65,15,70
6-03-02-01,烟用二醋片制造工,7919,7,0.5505,0.7755,0.6865,3,4,4,0.5505,0,55,40,30
6-03-02-02,烟用丝束制造工,8130,8,0.487,0.7675,0.513,3,4,3,0.487,0,65,40,35
6-03-03-01,烟机设备操作工,8134,8,0.45,0.7,0.605,3,4,3,0.45,0,55,40,30
6-03-03-02,烟草评吸师,2149,2,0.4455,0.736,0.556,3,4,3,0.4455,0,75,20,65
6-04-01-01,开清棉工,9321,9,0.36,0.682,0.64,2,4,4,0.36,0,45,75,30
6-04-01-02,丝麻毛纤维预处理工,8130,8,0.4475,0.684,0.5525,3,4,3,0.4475,0,45,60,30
6-04-01-03,纺织纤维梳理工,8134,8,0.42,0.709,0.58,3,4,3,0.42,0,45,35,30
6-04-01-04,并条工,8134,7,0.38,0.6785,0.621,3,4,3,0.38,0,45,35,30
6-04-01-05,粗纱工,8131,8,0.409,0.652,0.596,3,4,3,0.409,0,45,35,30
6-04-02-01,纺纱工,8141,8,0.4725,0.736,0.5335,3,4,3,0.4725,0,45,35,30
6-04-02-02,缫丝工,8130,8,0.5255,0.7155,0.5285,3,4,3,0.5255,0,45,60,30
6-04-03-01,整经工,8130,8,0.4755,0.703,0.61,3,4,3,0.4755,0,45,35,40
6-04-03-02,浆纱浆染工,8141,8,0.479,0.6905,0.501,3,4,3,0.479,0,55,45,30
6-04-03-03,织布工,8311,8,0.414,0.646,0.596,3,4,3,0.414,0,45,35,30
6-04-03-04,意匠纹版工,7412,7,0.4235,0.6105,0.5815,3,3,3,0.4235,0,65,45,70
6-04-04-01,纬编工,8141,8,0.375,0.674,0.525,2,4,3,0.375,0,45,35,20
6-04-04-02,经编工,8141,8,0.37,0.539,0.63,2,3,4,0.37,0,45,35,20
6-04-04-03,横机工,8141,8,0.455,0.638,0.53,3,4,3,0.455,0,45,35,20
6-04-05-00,非织造布制造工,8134,8,0.418,0.7515,0.685,3,4,4,0.418,0,55,45,30
6-04-06-01,印染前处理工,8141,8,0.453,0.638,0.517,3,4,3,0.453,0,55,45,30
6-04-06-02,纺织染色工,8145,8,0.41,0.715,0.59,3,4,3,0.41,0,55,60,40
6-04-06-03,印花工,7919,7,0.425,0.689,0.625,3,4,4,0.425,0,45,35,40
6-04-06-04,纺织印花制版工,7412,7,0.393,0.7165,0.607,3,4,3,0.393,0,65,35,40
