occupation_code,occupation_name,isco08_code,isco08_title,major_category,task_count,ksa_count,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity,connecting_labor_flag,connecting_labor_depth,vibe_coding_flag,vibe_coding_depth,isco08_status
6-15-04-02,玻璃钢制品工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.381,0.7625,0.614,3,4,3,0.381,0,45,75,30,1,2,0,0,unmatched
6-15-05-01,陶瓷原料准备工,8140,Building and Related Trades Workers,8,10,9,0.4345,0.702,0.68,3,4,4,0.4345,0,45,60,30,1,2,0,0,unmatched
6-15-05-02,陶瓷成型施釉工,7919,Craft and Related Trades Workers Not Elsewhere Classified,7,10,9,0.421,0.659,0.579,3,4,3,0.421,0,45,35,30,1,2,0,0,unmatched
6-15-05-03,陶瓷烧成工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.4835,0.708,0.731,3,4,4,0.4835,0,65,45,30,1,2,0,0,unmatched
6-15-05-04,陶瓷装饰工,7126,Painters and decorators,7,10,9,0.33,0.705,0.6685,2,4,4,0.33,0,65,15,70,1,3,0,0,verified
6-15-05-05,古建琉璃工,7126,Building and Related Trades Workers,7,10,9,0.3,0.574,0.7,2,3,4,0.3,0,65,75,40,1,3,0,0,verified
6-15-06-01,耐火原料加工成型工,8130,Metal and plastic working machine operators,8,10,9,0.3465,0.6455,0.6465,2,4,4,0.3465,0,45,75,30,1,2,0,0,unmatched
6-15-06-02,耐火材料烧成工,8134,Chemical plant and mineral product machine operators,8,10,9,0.5145,0.648,0.7375,3,4,4,0.5145,0,65,75,40,1,3,0,0,unmatched
6-15-06-03,耐火制品加工工,8134,Moulders and Coremakers,8,10,9,0.516,0.726,0.549,3,4,3,0.516,0,45,60,20,1,2,0,0,unmatched
6-15-06-04,耐火纤维制品工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.396,0.6365,0.574,3,4,3,0.396,0,55,45,30,1,2,0,0,unmatched
6-15-07-01,炭素煅烧工,8130,Plant and Machine Operators,8,10,9,0.3985,0.7275,0.6015,3,4,3,0.3985,0,65,45,30,0,0,0,0,unmatched
6-15-07-02,炭素成型工,8134,Chemical plant and mineral product machine operators,8,10,9,0.409,0.6575,0.591,3,4,3,0.409,0,65,45,30,1,2,0,0,unmatched
6-15-07-03,炭素焙烧工,8130,Plant and Machine Operators,8,10,9,0.396,0.6096,0.783,3,3,4,0.396,0,45,85,30,1,2,0,0,unmatched
6-15-07-04,炭素浸渍工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.376,0.725,0.65,3,4,4,0.376,0,55,45,30,1,2,0,0,unmatched
6-15-07-05,石墨化工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.5375,0.7225,0.771,3,4,4,0.5375,0,65,45,30,1,2,0,0,unmatched
6-15-07-06,炭素制品工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.5305,0.6895,0.4745,3,4,3,0.5305,0,45,60,30,1,2,0,0,unmatched
6-15-07-07,炭素特种材料工,7412,Chemical and related plant operators,7,9,9,0.383,0.72,0.617,3,4,3,0.383,0,72,45,30,1,2,0,0,verified
6-15-08-01,人工合成晶体工,7920,Chemical and related plant operators,7,10,9,0.4,0.708,0.6,3,4,3,0.4,0,65,35,40,1,2,0,0,unmatched
6-15-08-02,高岭土加工工,8130,Chemical plant and mineral processing plant machine operators,8,10,9,0.4285,0.6585,0.5595,3,4,3,0.4285,0,55,45,30,1,2,0,0,unmatched
6-15-08-03,珍珠岩加工工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.4445,0.6875,0.5705,3,4,3,0.4445,0,45,75,30,1,2,0,0,unmatched
6-15-08-04,石棉制品工,8140,Asbestos workers,8,10,9,0.325,0.6085,0.6825,2,3,4,0.325,0,45,75,30,1,2,0,0,unmatched
6-15-08-05,云母制品工,8130,Building and Related Trades Workers,8,10,9,0.4875,0.705,0.53,3,4,3,0.4875,0,45,60,30,0,0,0,0,unmatched
6-16-01-01,露天采矿工,8130,Mining and Quarrying Workers,7,10,9,0.485,0.7415,0.52,3,4,3,0.485,0,45,85,30,1,2,0,0,unmatched
6-16-01-02,露天矿物开采辅助工,8319,Plant and Machine Operators and Assemblers Not Elsewhere Classified,8,10,9,0.3115,0.642,0.712,2,4,4,0.3115,0,45,85,30,1,2,0,0,unmatched
6-16-01-03,运矿排土工,8130,Mining and quarrying machine operators,8,10,9,0.3625,0.7255,0.6375,2,4,4,0.3625,0,45,60,30,1,2,0,0,unmatched
6-16-01-04,矿井开掘工,8134,Underground Mining Workers,8,10,9,0.425,0.736,0.5805,3,4,3,0.425,0,65,92,45,1,3,0,0,unmatched
6-16-01-05,井下采矿工,8134,Underground Mining Workers,8,10,9,0.384,0.724,0.616,3,4,3,0.384,0,65,92,45,1,4,0,0,unmatched
6-16-01-06,井下支护工,7112,Building frame workers,7,10,9,0.405,0.706,0.695,3,4,4,0.405,0,65,85,40,1,3,0,0,verified
6-16-01-07,井下机车运输工,8130,Locomotive and Station Workers,8,10,9,0.3565,0.688,0.7175,2,4,4,0.3565,0,55,85,40,1,2,0,0,unmatched
6-16-01-08,矿山提升设备操作工,8134,Mine and Quarry Machine Operators,8,10,9,0.381,0.7115,0.72,3,4,4,0.381,0,65,15,70,1,3,0,0,unmatched
6-16-01-09,矿井通风工,7131,Underground Mining Machine Operators,7,10,9,0.37,0.698,0.7245,2,4,4,0.37,0,65,75,40,1,3,0,0,verified
6-16-01-10,矿山安全防护工,7120,Mining and Quarrying Supervisors,7,10,9,0.3885,0.6785,0.735,3,4,4,0.3885,0,65,45,70,1,3,0,0,unmatched
6-16-01-11,矿山安全设备监测检修工,3131,Electrical and electronics engineering technicians,3,10,9,0.4345,0.768,0.653,3,4,4,0.4345,0,65,45,30,1,2,0,0,verified
6-16-01-12,矿山救护工,3312,Mining and Quarrying Supervisors,3,10,9,0.3365,0.586,0.6695,2,3,4,0.3365,0,75,90,60,1,4,0,0,verified
6-16-01-13,矿山生产集控员,3130,Mining and quarrying supervisors,3,10,9,0.5295,0.751,0.4705,3,4,3,0.5295,0,72,25,68,1,3,0,0,unmatched
6-16-01-14,矿石处理工,8130,Miners and quarry workers,8,10,9,0.39,0.6755,0.5945,3,4,3,0.39,0,45,75,30,1,2,0,0,unmatched
6-16-01-15,选矿工,7120,Miners and quarry workers,7,10,9,0.375,0.753,0.685,2,4,4,0.375,0,65,45,30,1,3,0,0,unmatched
6-16-01-16,选矿脱水工,8133,Mineral processing machine operators,8,10,9,0.402,0.6845,0.6555,3,4,4,0.402,0,55,40,30,0,0,0,0,unmatched
6-16-01-17,尾矿工,7131,Building and Related Trades Workers,7,10,9,0.385,0.7315,0.615,3,4,3,0.385,0,65,75,40,1,3,0,0,verified
6-16-02-01,石油勘探工,8132,Petroleum and related drilling workers,8,10,9,0.3045,0.7045,0.723,2,4,4,0.3045,0,65,85,40,1,3,0,0,verified
6-16-02-02,钻井工,7111,Drilling and Well Servicing Workers,7,10,9,0.385,0.735,0.7175,3,4,4,0.385,0,65,85,40,1,3,0,0,verified
6-16-02-03,钻井协作工,8319,"Plant and Machine Operators, Not Elsewhere Classified",8,10,9,0.276,0.608,0.734,2,3,4,0.276,0,65,85,40,1,3,0,0,unmatched
6-16-02-04,井下作业设备操作维修工,7123,Drilling and extraction workers,7,10,9,0.3425,0.679,0.6925,2,4,4,0.3425,0,65,75,40,1,3,0,0,verified
6-16-02-05,水下钻井设备操作工,8312,Drilling and Well Servicing Operators,8,10,9,0.44,0.746,0.58,3,4,3,0.44,0,72,45,60,1,3,0,0,verified
6-16-02-06,油气水井测试工,3132,Petroleum engineers,3,10,9,0.456,0.7285,0.5405,3,4,3,0.456,0,72,45,65,1,3,0,0,verified
6-16-02-07,石油开采工,8130,Petroleum and related processing plant operators,8,10,9,0.4875,0.7515,0.7105,3,4,4,0.4875,0,65,75,40,1,3,0,0,unmatched
6-16-02-08,天然气开采工,3131,Petroleum and gas drilling and related workers,3,10,9,0.4065,0.748,0.708,3,4,4,0.4065,0,65,45,60,1,3,0,0,verified
6-16-02-09,煤层气排采集输工,7311,Petroleum and gas plant operators,7,10,9,0.47,0.663,0.6515,3,4,4,0.47,0,65,45,60,1,3,0,0,verified
6-16-02-10,天然气处理工,3139,Plant and System Operators Not Elsewhere Classified,3,10,9,0.331,0.699,0.678,2,4,4,0.331,0,65,40,30,1,2,0,0,unmatched
6-16-02-11,油气输送工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.424,0.757,0.654,3,4,4,0.424,0,65,45,60,1,3,0,0,unmatched
6-16-02-12,油气管道维护工,7126,Pipeline maintenance workers,7,10,9,0.447,0.6945,0.692,3,4,4,0.447,0,65,75,40,1,3,0,0,verified
6-16-02-13,海上平台水手,5323,Seafarers,5,10,9,0.25,0.578,0.705,2,3,4,0.25,0,65,85,40,1,3,0,0,unmatched
6-16-03-01,海盐制盐工,8130,Plant and Machine Operators,8,10,9,0.3925,0.678,0.6485,3,4,4,0.3925,0,45,75,30,1,2,0,0,unmatched
6-16-03-02,湖盐制盐工,8130,Mining and quarrying workers not elsewhere classified,8,10,9,0.454,0.714,0.705,3,4,4,0.454,0,45,85,30,1,2,0,0,unmatched
6-16-03-03,井矿盐制盐工,8130,Plant and Machine Operators,8,10,9,0.3125,0.6385,0.7105,2,4,4,0.3125,0,55,60,40,1,2,0,0,unmatched
6-17-01-01,烧结球团原料工,8130,Metal and mineral processing machine operators,8,10,9,0.432,0.709,0.585,3,4,3,0.432,0,55,45,30,1,2,0,0,unmatched
6-17-01-02,粉矿烧结工,8130,Metal and mineral processing machine operators,8,10,9,0.415,0.772,0.726,3,4,4,0.415,0,65,45,30,1,2,0,0,unmatched
6-17-01-03,球团焙烧工,8130,Plant and Machine Operators,8,10,9,0.2785,0.7165,0.717,2,4,4,0.2785,0,65,45,30,1,2,0,0,unmatched
6-17-01-04,烧结成品工,8130,"Metal, Mineral and Plant Operators",8,10,9,0.3925,0.7035,0.707,3,4,4,0.3925,0,45,60,30,0,0,0,0,unmatched
6-17-01-05,高炉原料工,8130,"Metal, Mineral and Plant Process Workers",8,10,9,0.3735,0.6575,0.624,2,4,3,0.3735,0,65,45,30,1,2,0,0,unmatched
6-17-01-06,高炉炼铁工,8133,Metalworking and woodworking machine operators,8,10,9,0.387,0.6845,0.664,3,4,4,0.387,0,65,85,40,1,3,0,0,unmatched
6-17-01-07,高炉运转工,3122,Chemical and related process technicians,3,10,9,0.2035,0.713,0.7435,2,4,4,0.2035,0,65,45,30,1,3,0,0,verified
6-17-02-01,炼钢原料工,8130,Metal and Plastic Moulding Machine Operators,8,10,9,0.4225,0.7175,0.7075,3,4,4,0.4225,0,45,85,30,1,2,0,0,unmatched
6-17-02-02,炼钢工,8134,Metal and Plastic Moulding Machine Operators,8,10,9,0.443,0.7906,0.68,3,4,4,0.443,0,65,45,30,1,2,0,0,unmatched
6-17-02-03,炼钢浇铸工,8133,Metalworking machine operators,8,10,9,0.36,0.687,0.702,2,4,4,0.36,0,65,75,40,1,3,0,0,unmatched
6-17-02-04,炼钢准备工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.3045,0.6285,0.688,2,4,4,0.3045,0,45,85,30,1,2,0,0,unmatched
6-17-02-05,整模脱模工,8130,Metal and plastic mould makers,8,10,9,0.3705,0.668,0.5685,2,4,3,0.3705,0,45,85,30,1,3,0,0,unmatched
6-17-03-01,铸管备品工,7919,Plant and Machine Operators Not Elsewhere Classified,7,10,9,0.4175,0.68,0.5825,3,4,3,0.4175,0,45,60,30,0,0,0,0,unmatched
6-17-03-02,铸管工,8132,Foundry workers,8,10,9,0.4,0.685,0.6,3,4,3,0.4,0,65,75,30,1,2,0,0,verified
6-17-03-03,铸管精整工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.3925,0.6705,0.6846,3,4,4,0.3925,0,45,75,30,1,2,0,0,unmatched
6-17-04-01,铁合金原料工,8130,Metal and mineral processing plant operators,8,10,9,0.444,0.729,0.66,3,4,4,0.444,0,55,70,40,1,2,0,0,unmatched
6-17-04-02,铁合金火法冶炼工,8130,Metal and mineral processing machine operators,8,10,9,0.3365,0.602,0.6635,2,3,4,0.3365,0,65,85,30,1,3,0,0,unmatched
6-17-04-03,铁合金焙烧工,8130,Metal and mineral processing plant operators,8,10,9,0.355,0.676,0.64,2,4,4,0.355,0,65,75,40,1,2,0,0,unmatched
6-17-04-04,铁合金湿法冶炼工,3113,Chemical technicians and associate professionals,3,10,9,0.3715,0.6805,0.6285,2,4,4,0.3715,0,65,45,30,1,2,0,0,verified
6-17-04-05,钒氮合金工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.355,0.7045,0.6775,2,4,4,0.355,0,65,45,30,1,3,0,0,unmatched
6-17-05-01,重冶备料工,8130,Metal and Plastic Moulding Machine Operators,8,10,9,0.3765,0.704,0.6235,3,4,3,0.3765,0,45,60,30,1,2,0,0,unmatched
6-17-05-02,重金属物料焙烧工,8134,Chemical and related plant operators,8,10,9,0.292,0.6655,0.684,2,4,4,0.292,0,65,75,40,1,2,0,0,unmatched
6-17-05-03,重冶火法冶炼工,8133,Metal and Plastic Moulding Machine Operators,8,10,9,0.534,0.717,0.7605,3,4,4,0.534,0,65,85,40,1,3,0,0,unmatched
6-17-05-04,重冶湿法冶炼工,3113,Chemical technicians,3,10,9,0.421,0.749,0.711,3,4,4,0.421,0,65,45,30,1,2,0,0,verified
6-17-05-05,电解精炼工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.525,0.687,0.733,3,4,4,0.525,0,65,45,30,1,2,0,0,unmatched
6-17-06-01,氧化铝制取工,3122,Chemical plant operators,3,10,9,0.475,0.717,0.65,3,4,4,0.475,0,65,45,30,1,2,0,0,verified
6-17-06-02,铝电解工,8133,Electrical and Electronics Trades Assistants,8,10,9,0.431,0.6815,0.6155,3,4,3,0.431,0,65,85,40,1,3,0,0,unmatched
6-17-06-03,镁冶炼工,8132,Chemical plant and mineral processing machine operators,8,9,9,0.386,0.664,0.6506,3,4,4,0.386,0,65,75,40,1,3,0,0,verified
6-17-06-04,硅冶炼工,8130,Chemical plant and mineral processing machine operators,8,10,9,0.4355,0.7345,0.78,3,4,4,0.4355,0,65,85,40,1,2,0,0,unmatched
6-17-07-01,钨钼冶炼工,3113,Chemical technicians,3,10,9,0.467,0.7655,0.68,3,4,4,0.467,0,65,45,30,1,2,0,0,verified
6-17-07-02,钽铌冶炼工,3113,Chemical technicians,3,10,9,0.322,0.698,0.702,2,4,4,0.322,0,65,45,30,1,3,0,0,verified
6-17-07-03,钛冶炼工,8134,Chemical plant operators,8,10,9,0.4195,0.702,0.694,3,4,4,0.4195,0,65,75,40,1,3,0,0,unmatched
6-17-07-04,稀土冶炼工,3113,Chemical technicians and associate professionals,3,10,9,0.498,0.78,0.5861,3,4,3,0.498,0,65,45,30,1,2,0,0,verified
6-17-07-05,稀土材料生产工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.448,0.6935,0.623,3,4,3,0.448,0,65,40,30,1,2,0,0,unmatched
6-17-07-06,贵金属冶炼工,3113,Chemical technicians and associate professionals,3,10,9,0.4295,0.6905,0.6025,3,4,3,0.4295,0,65,45,30,1,2,0,0,verified
6-17-07-07,锂冶炼工,3113,Chemical technicians and associate professionals,3,10,9,0.369,0.726,0.6925,2,4,4,0.369,0,65,75,40,1,3,0,0,verified
6-17-08-01,半导体辅料制备工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.44,0.746,0.718,3,4,4,0.44,0,65,35,40,1,2,0,0,unmatched
6-17-08-02,多晶硅制取工,3111,Chemical technicians and associate professionals,3,10,9,0.393,0.7005,0.6145,3,4,3,0.393,0,65,45,30,1,2,0,0,verified
6-17-09-01,轧制原料工,8130,Metal and plastic products machine operators and assembly workers,8,10,9,0.4705,0.6305,0.559,3,4,3,0.4705,0,45,75,30,1,2,0,0,unmatched
6-17-09-02,金属轧制工,8130,Metal and plastic workers and related trade workers,8,10,9,0.451,0.7315,0.7305,3,4,4,0.451,0,65,45,30,1,2,0,0,unmatched
6-17-09-03,金属材酸碱洗工,8140,Metal and Plastic Workers,8,9,9,0.437,0.757,0.603,3,4,3,0.437,0,45,60,30,0,0,0,0,unmatched
6-17-09-04,金属材涂层机组操作工,8130,Metal and Plastic Process Machine Operators,8,10,9,0.379,0.685,0.621,3,4,3,0.379,0,55,40,30,1,2,0,0,unmatched
6-17-09-05,金属材热处理工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.4275,0.642,0.638,3,4,4,0.4275,0,65,45,30,1,2,0,0,unmatched
6-17-09-06,焊管机组操作工,8211,Metalworking and plasticworking machine operators,8,10,9,0.41,0.6745,0.6325,3,4,4,0.41,0,45,35,40,1,2,0,0,verified
6-17-09-07,金属材精整工,8149,Metal and Plastic Workers Not Elsewhere Classified,8,10,9,0.4465,0.657,0.5585,3,4,3,0.4465,0,45,60,30,1,2,0,0,unmatched
6-17-09-08,金属材丝拉拔工,8140,Metal and plastic goods machine operators and assemblers,8,10,9,0.4935,0.721,0.6095,3,4,3,0.4935,0,45,35,30,0,0,0,0,unmatched
6-17-09-09,金属挤压工,8130,Metal and plastic working machine operators,8,10,9,0.4475,0.632,0.602,3,4,3,0.4475,0,65,45,30,1,2,0,0,unmatched
6-17-09-10,铸轧工,8134,Metalworking and plastics processing machine operators,8,10,9,0.48,0.709,0.656,3,4,4,0.48,0,65,75,40,1,2,0,0,unmatched
6-17-09-11,钢丝绳制造工,8130,Metalworking and plasticworking machine operators,8,9,9,0.355,0.552,0.565,2,3,3,0.355,0,45,60,30,1,2,0,0,unmatched
6-17-10-01,硬质合金混合料工,8130,Metal and plastic working machine operators,8,10,9,0.2995,0.723,0.7375,2,4,4,0.2995,0,65,35,40,1,2,0,0,unmatched
6-17-10-02,硬质合金成型工,8134,Metalworking and plastic working machine operators,8,10,9,0.4455,0.664,0.5245,3,4,3,0.4455,0,55,40,30,1,2,0,0,unmatched
6-17-10-03,硬质合金烧结工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.4035,0.704,0.7085,3,4,4,0.4035,0,65,35,40,1,2,0,0,unmatched
6-17-10-04,硬质合金精加工工,8134,Machining tool setters and operators,8,9,9,0.3455,0.5896,0.5555,2,3,3,0.3455,0,65,25,40,1,2,0,0,unmatched
6-18-01-01,车工,7411,Metal and plastic working machine operators,7,10,9,0.4825,0.734,0.6225,3,4,3,0.4825,0,65,45,30,1,2,0,0,verified
6-18-01-02,铣工,7412,Milling and Planing Machine Operators,7,10,9,0.403,0.7195,0.639,3,4,4,0.403,0,65,45,30,0,0,0,0,verified
6-18-01-03,刨插工,7412,Machining Tool Operators,7,10,9,0.4625,0.7225,0.697,3,4,4,0.4625,0,45,60,30,1,2,0,0,verified
6-18-01-04,磨工,7419,Metal and plastic workers not elsewhere classified,7,9,9,0.356,0.67,0.544,2,4,3,0.356,0,65,35,40,1,2,0,0,unmatched
6-18-01-05,镗工,7412,Metalworking and plasticworking machine operators,7,10,9,0.5035,0.6905,0.58,3,4,3,0.5035,0,65,40,30,1,2,0,0,verified
6-18-01-06,钻床工,8133,Metalworking and plasticworking machine operators,8,10,9,0.465,0.7295,0.6,3,4,3,0.465,0,55,45,40,1,2,0,0,unmatched
6-18-01-07,多工序数控机床操作调整工,8141,Numerically controlled machine tool operators,8,10,9,0.405,0.768,0.622,3,4,3,0.405,0,65,35,40,1,2,0,0,verified
6-18-01-08,电切削工,7412,Metalworking and plasticworking machine operators,7,10,9,0.426,0.68,0.574,3,4,3,0.426,0,65,15,70,1,3,0,0,verified
6-18-01-09,拉床工,8140,Metalworking and plasticworking machine operators,8,10,9,0.3825,0.774,0.661,3,4,4,0.3825,0,65,45,30,0,0,0,0,unmatched
6-18-01-10,下料工,8130,Metal and plastic workers and related trades workers,8,10,9,0.4275,0.7295,0.5585,3,4,3,0.4275,0,45,75,30,1,2,0,0,unmatched
6-18-01-11,铆工,7412,Metal workers and plastic workers,7,10,9,0.315,0.686,0.7015,2,4,4,0.315,0,45,60,30,1,2,0,0,verified
6-18-01-12,冲压工,8131,Sheet metal workers,8,9,9,0.386,0.636,0.574,3,4,3,0.386,0,45,60,30,1,2,0,0,verified
6-18-01-13,增材制造设备操作员L/S,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,9,9,0.551,0.797,0.64,3,4,4,0.551,0,65,35,40,0,0,0,0,unmatched
6-18-02-01,铸造工,7919,Metalworkers and moulders not elsewhere classified,7,10,9,0.3795,0.707,0.6695,3,4,4,0.3795,0,65,85,30,1,2,0,0,unmatched
6-18-02-02,锻造工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.4575,0.699,0.57,3,4,3,0.4575,0,45,85,30,1,2,0,0,unmatched
6-18-02-03,金属热处理工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.344,0.618,0.691,2,3,4,0.344,0,65,45,30,1,2,0,0,unmatched
6-18-02-04,焊工,7412,Welders and Flame Cutters,7,10,9,0.4645,0.6945,0.598,3,4,3,0.4645,0,65,85,40,1,3,0,0,verified
6-18-02-05,机械加工材料切割工,7411,Metalworking and plasticworking machine operators,7,10,9,0.4795,0.752,0.546,3,4,3,0.4795,0,65,35,40,1,2,0,0,verified
6-18-02-06,粉末冶金制品制造工,8130,Metal and plastic products machine operators,8,10,9,0.452,0.6975,0.614,3,4,3,0.452,0,65,45,30,1,2,0,0,unmatched
6-18-03-01,镀层工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.356,0.667,0.692,2,4,4,0.356,0,65,45,30,1,2,0,0,unmatched
6-18-03-02,镀膜工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.3885,0.674,0.6485,3,4,4,0.3885,0,65,35,40,1,2,0,0,unmatched
6-18-03-03,涂装工,7126,Painters and glaziers,7,10,9,0.475,0.7175,0.542,3,4,3,0.475,0,45,60,30,1,2,0,0,verified
6-18-03-04,喷涂喷焊工,7911,Metalworking and plasticworking machine operators,7,10,9,0.3965,0.6765,0.6135,3,4,3,0.3965,0,65,45,30,1,2,0,0,unmatched
6-18-04-01,模具工,7412,Mould makers,7,10,9,0.39,0.751,0.633,3,4,4,0.39,0,72,45,30,1,2,0,0,verified
6-18-04-02,模型制作工,7419,Model Makers and Sculptors,7,10,9,0.3695,0.666,0.6715,2,4,4,0.3695,0,65,45,55,1,3,0,0,unmatched
6-18-04-03,磨料制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.4575,0.73,0.605,3,4,3,0.4575,0,65,45,30,1,2,0,0,unmatched
6-18-04-04,磨具制造工,7412,Metalworking and plastics processing machine operators,7,10,9,0.466,0.71,0.528,3,4,3,0.466,0,55,40,30,0,0,0,0,verified
6-18-04-05,量具和刃具制造工,7419,Metal and plastic products machinists and toolmakers,7,10,9,0.4,0.726,0.6995,3,4,4,0.4,0,65,45,30,1,2,0,0,unmatched
6-18-04-06,工具钳工,7412,Handicraft workers,7,10,9,0.376,0.6685,0.63,3,4,4,0.376,0,65,45,30,1,2,0,0,verified
6-19-01-01,工具五金制作工,7412,Handicraft workers,7,10,9,0.416,0.736,0.634,3,4,4,0.416,0,45,60,30,1,2,0,0,verified
6-19-01-02,建筑五金制品制作工,7412,Metal workers and riveters,7,10,9,0.395,0.731,0.612,3,4,3,0.395,0,45,60,30,1,2,0,0,verified
6-19-01-03,锁具制作工,7412,Locksmiths,7,10,9,0.482,0.793,0.558,3,4,3,0.482,0,45,60,30,1,2,0,0,verified
6-19-01-04,金属炊具及器皿制作工,7412,Metalworkers and plastic workers,7,10,9,0.4275,0.704,0.5725,3,4,3,0.4275,0,45,60,30,1,2,0,0,verified
6-19-01-05,日用五金制品制作工,7412,Handicraft workers,7,10,9,0.5075,0.7275,0.4825,3,4,3,0.5075,0,45,60,30,1,2,0,0,verified
6-19-01-06,搪瓷制品制造工,7911,Metalworking and plastics processing machine operators,7,10,9,0.409,0.6635,0.6135,3,4,3,0.409,0,45,60,30,1,2,0,0,unmatched
6-19-01-07,眼镜架制作工,7419,Jewellers and precious stone and metal workers,7,10,9,0.588,0.582,0.412,3,3,3,0.588,0,45,60,30,1,2,0,0,unmatched
6-19-01-08,金箔制作工,7413,Jewellery and Precious Metal Workers,7,10,9,0.4185,0.5945,0.5925,3,3,3,0.4185,0,65,15,70,1,3,0,0,verified
6-20-01-01,装配钳工,7412,Assemblers,7,10,9,0.4225,0.698,0.5835,3,4,3,0.4225,0,65,15,70,1,3,0,0,verified
6-20-01-02,轴承制造工,8130,Metalworking and plasticworking machine operators,8,10,9,0.3775,0.6875,0.6175,3,4,3,0.3775,0,55,40,30,1,2,0,0,unmatched
6-20-01-03,齿轮制造工,7411,Metalworking and plasticworking machine operators,7,10,9,0.376,0.663,0.653,3,4,4,0.376,0,65,40,30,1,2,0,0,verified
6-20-01-04,减变速机装配调试工,7412,Assemblers,7,10,9,0.409,0.679,0.635,3,4,4,0.409,0,65,45,30,1,2,0,0,verified
6-20-01-05,链传动部件制造工,8130,Metalworking and plasticworking machine operators,8,10,9,0.4085,0.741,0.5915,3,4,3,0.4085,0,45,35,20,0,0,0,0,unmatched
6-20-01-06,紧固件制造工,8130,Metalworking and plasticworking machine operators,8,10,9,0.305,0.64,0.712,2,4,4,0.305,0,45,35,20,1,2,0,0,unmatched
6-20-01-07,弹簧工,8130,Metal and plastic products machine operators and tool setters,8,10,9,0.4985,0.644,0.584,3,4,3,0.4985,0,45,60,30,1,2,0,0,unmatched
6-20-02-01,锅炉设备制造工,7412,Metal structures and products makers and finishers,7,10,9,0.313,0.755,0.6195,2,4,3,0.313,0,65,85,40,1,3,0,0,verified
6-20-02-02,内燃机装配调试工,7412,Stationary-engine and other stationary-plant operators,7,10,9,0.4825,0.697,0.626,3,4,4,0.4825,0,65,45,70,1,3,0,0,verified
6-20-02-03,汽轮机装配调试工,7411,Stationary Engine and Machine Assemblers,7,10,9,0.3965,0.7315,0.653,3,4,4,0.3965,0,65,45,60,1,3,0,0,verified
6-20-02-04,风电机组制造工L,7412,Electrical and Electronics Trades Workers,7,10,9,0.4275,0.696,0.5995,3,4,3,0.4275,0,65,45,30,1,2,0,0,verified
6-20-03-01,机床装调维修工,7412,Metalworking and plasticworking machine tool setters and adjusters,7,10,9,0.3875,0.6675,0.6025,3,4,3,0.3875,0,65,45,60,1,3,0,0,verified
6-20-03-02,焊接设备装配调试工,7412,Electrical and Electronic Trades Assistants,7,10,9,0.4665,0.658,0.5085,3,4,3,0.4665,0,65,45,30,1,2,0,0,verified
6-20-03-03,焊接材料制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,7,10,9,0.492,0.649,0.463,3,4,3,0.492,0,55,45,30,1,2,0,0,unmatched
6-20-04-00,电梯装配调试工,7411,Building frame and finishing trades workers,7,10,9,0.3925,0.63,0.5975,3,4,3,0.3925,0,65,75,40,1,3,0,0,verified
6-20-05-01,泵装配调试工,7412,Assemblers,7,10,9,0.463,0.7325,0.537,3,4,3,0.463,0,65,45,30,1,2,0,0,verified
6-20-05-02,真空设备装配调试工,7412,Electrical and Electronic Trades Assistants,7,10,9,0.488,0.6785,0.592,3,4,3,0.488,0,65,45,30,1,2,0,0,verified
6-20-05-03,压缩机装配调试工,7411,Electrical and electronic trades workers,7,10,9,0.4325,0.689,0.61,3,4,3,0.4325,0,65,45,30,1,2,0,0,verified
6-20-05-04,风机装配调试工,7412,Electrical and Electronics Trades Assistants,7,10,9,0.323,0.6375,0.7025,2,4,4,0.323,0,65,45,30,1,3,0,0,verified
