Code / 代码,Name (CN) / 名称 (中文),ISCO-08 Code / ISCO-08 代码,ISCO-08 Title (EN) / ISCO-08 英文名称,Task Count / 任务数量,KSA Count / KSA 数量,Avg Substitutivity / 平均替代性,Avg Augmentation / 平均增强性,Avg Complementarity / 平均互补性,Cognitive Req / 认知门槛,Physical Intensity / 体力强度,Language Intensity / 语言强度
4-07-03-05,职业培训师,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.62,0.57,72,20,85
4-07-03-06,劳务外包管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.59,65,15,70
4-07-03-07,招聘师,VERIFIED,Matched in ISCO-08 reference,10,9,0.61,0.71,0.47,72,15,78
4-07-04-01,导游,4241,Tour Guides,9,9,0.45,0.63,0.66,65,35,85
4-07-04-02,旅游团队领队,5231,Tour Guides,10,9,0.43,0.71,0.67,65,35,80
4-07-04-03,旅行社计调,4341,Travel Guides and Tour Leaders,10,9,0.51,0.72,0.52,65,15,70
4-07-04-04,旅游咨询员,4231,Tour Guides,10,9,0.61,0.68,0.53,65,35,75
4-07-04-05,公共游览场所服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.64,0.52,45,35,60
4-07-04-06,休闲农业服务员,5331,Tour Guides,10,9,0.53,0.64,0.56,55,35,75
4-07-04-07,景区运营管理师,1349,Business Services Agents Not Elsewhere Classified,10,9,0.42,0.67,0.69,72,25,68
4-07-05-01,保安员,5332,Security Guards,10,9,0.52,0.81,0.64,45,60,55
4-07-05-02,安检员,5331,Security Guards,10,9,0.38,0.62,0.65,65,40,70
4-07-05-03,消防设施操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.66,0.60,65,30,70
4-07-05-04,安全防范系统安装维护员,7423,Electrical and electronic trades assistants,10,9,0.45,0.57,0.55,65,45,60
4-07-06-01,商品监督员,3339,Other Associate Professionals,10,9,0.39,0.70,0.61,72,35,68
4-07-06-02,商品防损员,5331,Security Guards,10,9,0.55,0.68,0.58,65,35,70
4-07-06-03,市场管理员,3339,Business Services Agents Not Elsewhere Classified,10,9,0.51,0.71,0.49,65,35,70
4-07-07-01,会展服务师,4331,Conference and event planners,10,9,0.51,0.71,0.53,65,35,70
4-07-07-02,装饰美工,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.60,0.68,65,45,70
4-07-07-03,模特,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.61,0.60,65,45,70
4-08-01-01,航空气象员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.67,0.66,85,20,75
4-08-01-02,人工影响天气特种作业操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.68,0.61,65,45,70
4-08-02-01,海洋水文气象观测员L,3126,Marine Science Professionals,10,9,0.45,0.78,0.68,65,45,60
4-08-02-02,海洋浮标工,7130,Marine Engineering Technicians,9,9,0.49,0.76,0.54,65,85,40
4-08-02-03,海洋水文调查员L,3126,Marine Science Technicians,10,9,0.47,0.67,0.61,72,45,65
4-08-02-04,海洋生物调查员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.72,0.70,72,45,65
4-08-03-01,大地测量员L/S,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.61,0.66,72,45,65
4-08-03-02,摄影测量员L/S,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.71,0.53,72,35,45
4-08-03-03,地图绘制员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.57,0.55,72,25,65
4-08-03-04,工程测量员S,3126,Surveying and Mapping Professionals,10,9,0.42,0.74,0.65,65,45,60
4-08-03-05,不动产测绘员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.67,0.53,65,40,70
4-08-03-06,海洋测绘员L/S,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.68,0.58,72,45,65
4-08-03-07,无人机测绘操控员L,3126,Surveying and Mapping Professionals,10,9,0.32,0.65,0.68,65,25,40
4-08-04-01,地理信息采集员L,3126,Geographic Information Systems Technician,10,9,0.45,0.64,0.57,65,45,30
4-08-04-02,地理信息处理员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.73,0.58,65,15,70
4-08-04-03,地理信息应用作业员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.70,0.72,65,15,70
4-08-05-01,农产品食品检验员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.62,0.66,65,25,60
4-08-05-02,纤维检验员,3126,Chemical technicians,10,9,0.62,0.72,0.56,65,25,70
4-08-05-03,贵金属首饰与宝玉石检测员,3126,Chemical technicians,10,9,0.32,0.67,0.64,72,25,65
4-08-05-04,药物检验员,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.64,0.70,72,25,65
4-08-05-05,机动车检测工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.69,0.50,65,35,60
4-08-05-06,计量员,3126,Metrology Technician,10,9,0.42,0.73,0.58,65,35,60
4-08-05-07,电子电气产品检验员L,3126,Electrical and Electronics Engineering Technicians,10,9,0.47,0.65,0.62,68,25,65
4-08-05-08,公路水运工程试验检测员,3126,Civil Engineering Technicians,10,9,0.49,0.70,0.66,65,40,70
4-08-05-09,建设工程质量检测员,3126,Building and Related Trades Inspectors,10,9,0.45,0.68,0.67,65,40,70
4-08-06-00,环境监测员L,3126,Environmental Protection Technician,10,9,0.50,0.73,0.66,65,40,60
4-08-07-01,地勘钻探工,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.66,0.63,65,85,40
4-08-07-02,地勘掘进工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.71,0.55,45,92,35
4-08-07-03,物探工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.72,65,45,60
4-08-07-04,地质调查员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.68,0.68,75,60,65
4-08-07-05,地质实验员,3126,Geological and mining technicians,10,9,0.38,0.64,0.75,65,35,60
4-08-08-01,花艺环境设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.71,0.61,72,45,68
4-08-08-02,纺织面料设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.72,0.70,72,25,65
4-08-08-03,家用纺织品设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.65,0.57,72,25,65
4-08-08-04,色彩搭配师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.65,0.59,75,20,65
4-08-08-05,工艺美术品设计师,2149,Design Professionals Not Elsewhere Classified,10,9,0.40,0.62,0.62,75,30,65
4-08-08-06,装潢美术设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.63,0.55,75,20,65
4-08-08-07,室内装饰设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.66,0.64,75,25,65
4-08-08-08,广告设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.65,0.67,75,20,65
4-08-08-09,包装设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.71,0.74,75,20,65
4-08-08-10,玩具设计师,2149,Design Professionals Not Elsewhere Classified,10,9,0.53,0.73,0.60,72,35,65
4-08-08-11,首饰设计师,2149,Design Professionals Not Elsewhere Classified,10,9,0.45,0.64,0.66,75,30,60
4-08-08-12,家具设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.70,0.74,75,20,65
4-08-08-13,陶瓷产品设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.70,72,35,65
4-08-08-14,彩灯艺术设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.70,0.57,72,35,65
4-08-08-15,地毯设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.70,72,25,65
4-08-08-16,皮具设计师,2149,Design Professionals Not Elsewhere Classified,9,9,0.62,0.73,0.54,75,40,65
4-08-08-17,鞋类设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.70,0.67,72,25,65
4-08-08-18,灯具设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.65,0.79,0.57,75,20,65
4-08-08-19,照明设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.69,0.56,75,20,65
4-08-08-20,形象设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.67,0.60,72,45,68
4-08-08-21,会展设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.65,0.60,72,25,68
4-08-08-22,建筑幕墙设计师,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.60,0.59,78,25,65
4-08-08-23,建筑信息模型技术员L/S,3126,Building and related trades drafter,10,9,0.53,0.70,0.47,72,15,65
4-08-08-24,乐器设计师,2149,Engineering Professionals Not Elsewhere Classified,10,9,0.60,0.75,0.65,85,30,60
4-08-08-25,斫琴师,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.59,0.65,75,40,30
4-08-08-26,工业设计工艺师S,2149,Engineering Professionals Not Elsewhere Classified,10,9,0.42,0.71,0.59,75,20,65
4-08-08-27,钟表设计师,2149,Engineering Professionals Not Elsewhere Classified,10,9,0.36,0.67,0.64,85,20,65
4-08-08-28,漆艺师,2149,Artists and related professionals,10,9,0.35,0.55,0.66,75,40,65
4-08-08-29,桌面游戏设计师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.61,0.61,75,20,65
4-08-09-01,商业摄影师,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.67,0.60,72,25,65
4-08-09-02,冲印师,3941,Photographers,10,9,0.41,0.68,0.66,55,30,45
4-08-10-01,陶瓷工艺师,2149,Engineering Professionals Not Elsewhere Classified,10,9,0.35,0.62,0.65,75,40,60
4-08-10-02,化工生产现场技术员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.72,0.66,72,45,65
4-09-01-01,河道修防工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.72,0.68,65,85,40
4-09-01-02,水工混凝土维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.68,0.55,65,75,40
4-09-01-03,水工土石维修工,7119,Building and Related Trades Workers Not Elsewhere Classified,10,9,0.43,0.72,0.70,65,85,40
4-09-01-04,水工监测工,3126,Surveying and Mapping Technicians,10,9,0.49,0.69,0.65,65,35,60
4-09-01-05,水工闸门运行工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.71,0.51,65,45,60
4-09-02-01,水文勘测工,3126,Surveying and Mapping Technicians,10,9,0.51,0.67,0.62,65,45,60
4-09-02-02,水文勘测船工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.69,0.57,65,45,60
4-09-03-01,水土保持员L,3140,Environmental Protection Technicians,10,9,0.34,0.59,0.74,65,45,70
4-09-04-00,灌区管理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.63,0.73,0.76,55,45,60
4-09-05-01,自然保护区巡护监测员L,3126,Environmental Protection Technicians,10,9,0.40,0.58,0.60,65,75,60
4-09-05-02,草地监护员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.67,65,75,40
4-09-06-01,野生动物保护员L,3126,Forestry and Conservation Technician,10,9,0.47,0.65,0.58,65,45,60
4-09-06-02,野生植物保护员L,3126,Environmental Protection Professionals,10,9,0.42,0.68,0.65,65,75,60
4-09-06-03,标本员,3941,Other Service Workers,10,9,0.29,0.59,0.70,65,45,40
4-09-06-04,展出动物保育员,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.71,0.64,65,45,70
4-09-07-01,污水处理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.66,0.59,55,45,40
4-09-07-02,工业固体废物处理处置工L,7139,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.50,0.72,0.57,65,75,40
4-09-07-03,危险废物处理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.55,65,75,40
4-09-07-04,碳排放管理员L,2149,Environmental Protection Professionals,10,9,0.44,0.72,0.65,72,25,68
4-09-07-05,碳汇计量评估师L/S,2149,Environmental Protection Professionals Not Elsewhere Classified,10,9,0.41,0.61,0.60,75,35,65
4-09-07-06,建筑节能减排咨询师,2149,Engineering Professionals Not Elsewhere Classified,10,9,0.49,0.66,0.55,75,20,70
4-09-08-01,保洁员L,5151,Cleaning and Housekeeping Workers,10,9,0.47,0.57,0.50,35,75,40
4-09-08-02,生活垃圾清运工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.72,0.42,45,85,60
4-09-08-03,生活垃圾处理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.70,0.52,55,60,45
4-09-09-00,有害生物防制员L,7139,Building and Related Trades Workers Not Elsewhere Classified,10,9,0.50,0.77,0.65,65,45,70
4-09-10-01,园林绿化工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.56,45,75,30
4-09-10-02,草坪园艺师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.55,55,60,45
4-09-10-03,盆景师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.66,65,40,55
4-09-10-04,假山工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.59,0.57,65,85,40
4-09-10-05,插花花艺师,5143,Florists,10,9,0.46,0.74,0.64,65,15,70
4-10-01-01,婴幼儿发展引导员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.56,65,35,70
4-10-01-03,保育师,5342,Child care workers,9,9,0.32,0.58,0.67,55,45,60
4-10-01-04,孤残儿童护理员,5342,Home-based personal care workers,10,9,0.40,0.65,0.72,65,45,70
4-10-01-05,养老护理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.60,0.72,65,75,70
4-10-01-06,家政服务员,5133,Domestic helpers,10,9,0.38,0.68,0.64,45,60,75
4-10-02-01,裁缝,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.65,0.52,65,40,70
4-10-02-02,洗衣师,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.65,0.71,45,35,60
4-10-02-03,染色师,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.65,0.48,65,40,30
4-10-02-04,皮革护理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.67,0.53,65,40,70
4-10-02-05,织补师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.57,0.57,65,40,70
4-10-03-01,美容师,5122,Beauty and Related Workers,10,9,0.47,0.68,0.53,65,40,70
4-10-03-02,美发师,5133,Barbers,10,9,0.40,0.76,0.64,65,45,70
4-10-03-03,美甲师,5133,Beauty and related workers,10,9,0.41,0.57,0.64,65,15,70
4-10-03-04,浴池服务员,5130,Cleaning and Housekeeping Workers,9,9,0.42,0.69,0.63,45,60,55
4-10-03-05,修脚师,5121,Health Associate Professionals,10,9,0.56,0.70,0.59,65,15,70
4-10-04-01,保健调理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.70,0.45,65,45,70
4-10-04-02,保健按摩师,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.52,65,45,70
4-10-04-03,芳香保健师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.68,0.59,65,45,70
4-10-05-01,婚介师,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.72,0.61,72,10,85
4-10-05-02,婚礼策划师,VERIFIED,Matched in ISCO-08 reference,9,9,0.46,0.67,0.62,75,30,80
4-10-05-03,婚姻家庭咨询师,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.57,0.67,75,10,85
4-10-06-01,殡仪服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.60,0.57,65,45,70
4-10-06-02,遗体防腐整容师,VERIFIED,Matched in ISCO-08 reference,10,9,0.29,0.55,0.70,72,45,60
4-10-06-03,遗体火化师,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.72,0.57,65,45,70
4-10-06-04,公墓管理员,5140,Funeral Directors and Embalmers,10,9,0.38,0.61,0.64,55,40,65
4-10-07-01,宠物健康护理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.68,0.67,65,45,70
4-10-07-02,宠物驯导师,4441,Animal Care Workers,10,9,0.41,0.59,0.68,65,35,70
4-10-07-03,宠物美容师,5149,Personal Care Workers Not Elsewhere Classified,10,9,0.43,0.68,0.57,65,45,70
4-10-08-01,网约配送员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.71,0.55,45,75,60
4-10-08-02,汽车代驾员,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.74,0.70,65,15,70
4-11-01-01,供电服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.60,0.70,0.63,55,35,75
4-11-01-02,电力交易员,VERIFIED,Matched in ISCO-08 reference,10,9,0.68,0.78,0.51,85,10,75
4-11-01-03,综合能源服务员L,3139,Engineering Professionals Not Elsewhere Classified,10,9,0.47,0.73,0.58,68,25,72
4-11-02-00,燃气供应服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.53,45,35,60
4-11-03-01,水供应服务员,4319,Service Workers Not Elsewhere Classified,10,9,0.57,0.72,0.49,55,40,75
4-11-03-02,村镇供水员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.55,0.64,55,60,75
4-12-01-01,汽车维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.58,0.72,0.51,65,75,40
4-12-01-02,摩托车修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.70,0.57,65,75,40
4-12-01-03,电池及电池系统维修保养师L,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.61,0.52,68,45,65
4-12-02-01,计算机维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.63,0.67,65,45,70
4-12-02-02,办公设备维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.67,0.67,65,45,60
4-12-02-03,信息通信网络终端维修员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.74,0.69,65,35,70
4-12-03-01,家用电器产品维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.67,0.42,65,45,70
4-12-03-02,家用电子产品维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.57,65,45,70
4-12-04-01,自行车与电动自行车维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.62,55,45,60
4-12-04-02,修鞋工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.55,0.51,45,60,30
4-12-04-03,钟表维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.53,0.62,65,45,30
4-12-04-04,锁具修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.77,0.47,65,45,70
4-12-04-05,燃气具安装维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.73,0.58,65,45,70
4-12-04-06,照相器材维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.59,0.60,65,45,30
4-12-05-01,乐器维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.65,0.52,65,40,30
4-12-05-02,钢琴调律师,VERIFIED,Matched in ISCO-08 reference,10,9,0.65,0.76,0.45,65,15,70
4-12-06-00,印章制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.48,65,40,70
4-13-01-01,群众文化指导员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.56,65,25,70
4-13-01-02,礼仪主持人,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.68,0.55,72,25,85
4-13-01-03,讲解员,4241,Tour Guides,9,9,0.36,0.58,0.54,65,25,85
4-13-01-04,文化经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.60,75,20,80
4-13-01-05,全媒体运营师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.75,0.58,72,10,85
4-13-01-06,版权服务师,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.72,0.56,75,10,80
4-13-01-07,档案数字化管理师S,4331,Library and Related Information Professionals,10,9,0.33,0.67,0.68,65,15,70
4-13-01-08,图书馆服务员,4331,Library Technicians,10,9,0.49,0.70,0.60,45,35,60
4-13-02-01,影视置景制作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.26,0.59,0.77,65,75,60
4-13-02-02,动画制作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.62,0.49,72,25,45
4-13-02-03,影视烟火特效员,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.63,0.64,72,45,60
4-13-02-04,电影洗印员,3941,Other Service Workers Not Elsewhere Classified,10,9,0.40,0.74,0.64,55,40,30
4-13-02-05,电影放映员,VERIFIED,Matched in ISCO-08 reference,9,9,0.31,0.63,0.74,45,30,60
4-13-02-06,音响调音员,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.69,0.49,72,35,65
4-13-02-07,照明工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.62,0.60,65,45,60
4-13-02-08,影视服装员,VERIFIED,Matched in ISCO-08 reference,9,9,0.46,0.71,0.58,65,35,70
4-13-02-09,电视摄像员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.68,0.62,65,45,60
4-13-03-01,考古探掘工,VERIFIED,Matched in ISCO-08 reference,10,9,0.24,0.55,0.70,65,45,70
4-13-03-02,文物修复师,2149,Professionals in Conservation and Restoration,10,9,0.29,0.56,0.76,75,40,65
4-13-04-01,在线学习服务师,VERIFIED,Matched in ISCO-08 reference,10,9,0.65,0.78,0.49,68,10,75
4-13-04-02,国防教育辅导员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.70,0.53,72,25,78
4-13-04-03,家庭教育指导师,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.65,0.61,75,20,80
4-13-04-04,研学旅行指导师,4319,Education Professionals Not Elsewhere Classified,10,9,0.53,0.65,0.44,72,45,80
4-14-01-01,医疗临床辅助服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.68,0.52,55,35,65
4-14-01-02,医疗护理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.60,0.67,55,60,65
4-14-01-03,健康照护师,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.65,0.59,65,45,70
4-14-01-04,呼吸治疗师,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.59,0.65,75,30,65
4-14-02-01,营养师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.72,0.55,75,10,80
4-14-02-02,健康管理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.68,0.68,72,20,75
4-14-02-03,生殖健康咨询师,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.62,72,10,85
4-14-02-04,出生缺陷防控咨询师,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.71,0.59,85,10,80
4-14-02-05,老年人能力评估师,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.65,0.61,72,25,68
4-14-03-01,助听器验配师,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.75,0.49,72,25,68
4-14-03-02,口腔修复体制作师,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.70,0.70,72,45,60
4-14-03-03,眼镜验光师,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.67,0.61,72,25,68
4-14-03-04,眼镜定配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.68,0.45,65,15,70
4-14-03-05,听觉口语师,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.68,0.55,75,20,85
4-14-03-06,康复辅助技术咨询师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.72,0.59,72,25,68
4-14-03-07,康复治疗师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.65,0.53,72,45,68
4-14-04-01,防疫员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.68,0.59,65,45,70
4-14-04-02,消毒员,VERIFIED,Matched in ISCO-08 reference,10,9,0.28,0.64,0.72,55,40,60
4-14-04-03,公共场所卫生管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.69,0.57,65,35,70
4-14-04-04,社群健康助理员,5342,Home-based personal care workers,10,9,0.36,0.71,0.68,55,35,75
4-14-05-01,社会体育指导员,VERIFIED,Matched in ISCO-08 reference,9,9,0.40,0.63,0.60,65,45,70
4-14-05-02,体育场馆管理员,4331,Building and housekeeping managers,10,9,0.45,0.68,0.61,55,40,65
4-14-05-03,游泳救生员,4341,Swimming and Lifeguard Instructors,10,9,0.43,0.53,0.64,65,85,40
4-14-05-04,康乐服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.60,0.66,45,35,65
4-14-05-05,体育经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.74,0.61,75,20,80
4-14-05-06,电子竞技运营师,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.57,72,25,68
4-14-05-07,电子竞技员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.77,0.66,85,40,60
4-14-06-01,森林园林康养师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.57,65,45,70
4-14-06-02,民宿管家,5331,Hotel and restaurant managers,10,9,0.43,0.71,0.55,65,25,75
5-01-01-01,种子繁育员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.74,0.59,65,45,30
5-01-01-02,种苗繁育员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.61,0.52,65,45,30
5-01-02-01,农艺工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.80,0.62,65,75,40
5-01-02-02,园艺工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.60,0.70,45,75,30
5-01-02-03,食用菌生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.27,0.65,0.72,45,35,20
5-01-02-04,热带作物栽培工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.71,0.57,45,85,30
5-01-02-05,中药材种植员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.64,0.64,65,45,30
5-02-01-00,林草种苗工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.57,55,60,45
5-02-02-00,造林更新工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.61,0.65,55,85,40
5-02-03-01,护林员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.67,0.67,45,85,40
5-02-03-02,森林抚育工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.71,0.63,45,85,30
5-02-04-01,林木采伐工,8314,Logging and Related Workers,10,9,0.37,0.67,0.64,45,92,35
5-02-04-02,集材作业工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.70,0.68,45,85,30
5-02-04-03,木材水运工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.68,0.65,45,85,30
5-03-01-01,家畜繁殖员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.72,0.57,65,45,30
5-03-01-02,家禽繁殖员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.65,55,45,30
5-03-02-01,家畜饲养员,6331,Agricultural and fishery workers,10,9,0.39,0.73,0.66,45,75,30
5-03-02-02,家禽饲养员,6321,Poultry workers,10,9,0.47,0.73,0.53,45,75,30
5-03-03-01,经济昆虫养殖员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.69,0.63,55,40,45
5-03-03-02,实验动物养殖员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.57,65,45,70
5-03-03-03,特种动物养殖员,6321,Animal Keepers,10,9,0.48,0.76,0.52,65,45,30
5-04-01-01,水生动物苗种繁育工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.60,0.56,65,45,30
